symbol,market
504629,BOM
6835,TYO
AUE,SGX
AUE,FRA
5928,TYO
ATLKY,OTCMKTS
532914,BOM
7723,TYO
ATG1V,HEL
ATIC,IDX
ATIC,STO
ATMA,OTCMKTS
ATORX,STO
ARTR,OTCMKTS
ATIN,ASX
ATIN,OTCMKTS
AXAN,BMV
ALMI,IDX
6425,TYO
ABE,BME
ABE,NYSEMKT
ABE1,FRA
NTX,INDEXVIE
HIW,LON
AYI,FRA
PGO,FRA
PGO,WSE
AUSO,BCBA
AML,LON
AML,EPA
2380,TADAWUL
ADVN,SWX
CDU,TSE
CDU,FRA
ADDC,OTCMKTS
1776,TYO
AVM,CVE
NAVA,INDEXDB
149950,KOSDAQ
AVAZ,MCX
AVISA,IST
6005,TYO
SGS,NYSEMKT
SGS,VIE
2352,TYO
AVR,LON
QUAN,OTCMKTS
AMTEL,KLSE
9055,TYO
AWB,WSE
AWA,JSE
ITK,FRA
ITK,ETR
1720,TYO
AWG,CURRENCY
AWG,SGX
AWG,WSE
8388,TYO
8388,HKG
AXX,TSE
AXX,INDEXFTSE
AXX,FRA
1379,TYO
5449,TYO
6303,TYO
7299,TYO
7415,TYO
ADN,TLV
ADN,SGX
AFFIN,KLSE
AXIA,BME
SIL,NYSEARCA
A01,FRA
AYV,SGX
AXPB,EPA
2997,HKG
9747,TYO
500167,BOM
POM,SWX
SDY,NYSEARCA
ALYAG,IST
4719,TYO
TPA,FRA
TPA,BKK
AKRA,IDX
BWN,NYSEARCA
BWN,JSE
AYGAZ,IST
AYUD,BKK
HWA,LON
AYL,SGX
AYL,CNSX
MGC,NYSEARCA
RPL,NZE
RPL,JSE
BDT,NYSE
BDT,CURRENCY
BDT,SWX
ADVANC,BKK
APM,KLSE
ASMT,INDEXFTSE
2947,HKG
AZK,NYSEMKT
AZK,BME
GTC,WSE
GTO,EPA
AVZ,CVE
AVZ,FRA
AVZ,SGX
7643,TYO
4361,TYO
YWL,WSE
BIPORT,KLSE
4734,TYO
SGG,NYSEARCA
SGG,CVE
BGA,JSE
BGA,CNSX
LBH,JSE
LLA,FRA
LGL,NYSEMKT
ZSA,JSE
BPR,CVE
BPP,NYSE
BPP,BKK
CPF,BKK
CPF,JSE
GPR,SWX
MPR,NYSE
MPR,FRA
PNR,FRA
9408,TYO
4517,TYO
NAK,NYSEMKT
BKS,VIE
BKS,CNSX
RBM,TSE
BDB,KLSE
BRISA,IST
BSL,SGX
EXN,FRA
CMIP,LON
AMATA,BKK
BSUQ,BCBA
4694,TYO
PVR,NYSE
BWA,FRA
BYN,CURRENCY
BNA,NYSE
BNA,FRA
GRTB,LON
BRR,BKK
BTG,NYSEMKT
BTG,SGX
BHS,ETR
BHS,FRA
B3IT,STO
BSS,JSE
BSSA,OTCBB
YYAPI,IST
6819,TYO
SMI,INDEXSWX
SAB,LON
SAB,JSE
SAB,BME
BCT,FRA
BCT,ETR
BONA,NASDAQ
BRIO,BCBA
9439,TYO
INC,LON
BEZ,ASX
BEZ,SGX
BERDN,IST
BISAS,IST
PROX,SWX
BRYAT,IST
GLL,NYSEARCA
GLL,NZE
B16,SGX
2814,TYO
BBO,TSE
6458,TYO
7896,TYO
9127,TYO
9663,TYO
BRSAN,IST
BURCE,IST
BAGFS,IST
5202,TYO
BAKAB,IST
BRMEN,IST
BOSSA,IST
BANVT,IST
BHI,SWX
2804,TYO
9679,TYO
9822,TYO
9823,TYO
9824,TYO
BRD,NYSEMKT
BRD,SGX
2399,TYO
5EW,SGX
5EW,FRA
SCB,BKK
3210,INDEXDB
HSBK,LON
HSBK,OTCMKTS
SPIN,OTCMKTS
BCJ,SWX
B10,SGX
BNT,ASX
BNT,BME
BNT,JSE
BKN,ASX
BIOBV,HEL
5101,TYO
LCB,FRA
8426,TYO
138490,KRX
4994,TYO
BGM,FRA
RRN,BMV
DES,NYSEARCA
BATS,BATS
BATS,SWX
8399,TYO
8399,HKG
BRAA,WSE
BBNI,IDX
BNLI,IDX
BIRA,FRA
FIAMMA,KLSE
1214,TADAWUL
8GS,ETR
ABBN,BMV
NRC,NSE
BKT,BME
5195,TYO
BUCIM,IST
INY,NYSEARCA
INY,BME
INY,ASX
579,SGX
BCAP,IDX
BCAP,OTCMKTS
SUPR,OTCMKTS
SUPR,IDX
BBY,SWX
KLD,NYSEARCA
PVM,ASX
BCH,BKK
BCS,ASX
523554,BOM
BCPG,BKK
PHN,INDEXNYSEGIS
PHN,WSE
BDLS,OTCMKTS
BBLD,IDX
BDMN,IDX
BDL,NYSEMKT
BDL,BME
BDL,WSE
BIF,CURRENCY
BIF,CPH
6245,TYO
BDEV,OTCMKTS
4260,TADAWUL
HART,CPH
BDC,CVE
BDK,BME
BAIN,BME
DGD,FRA
SAN,BME
5108,TYO
DWR,INDEXNYSEGIS
BTD,INDEXNYSEGIS
BTD,FRA
BDX,WSE
BDX,SGX
BDX,SWX
8095,TYO
BEAUTY,BKK
2673,TYO
BELL,SWX
SHG,WSE
SHG,JSE
BEB,INDEXEURO
BEER,OTCMKTS
BBNK,NASDAQ
BESQ,STO
BAE,LON
PTG,CVE
PTG,BKK
PETGAS,KLSE
8750,TYO
FTO,LON
8951,TYO
FIP,BIT
BFIT,OTCMKTS
BFIT,BKK
BKAS,INDEXCME
OBS,ASX
OBS,VIE
FUR,NYSE
BFT,WSE
BFT,SGX
1552,TYO
5180,KLSE
BAGL,NASDAQ
GALI,BCBA
BOG,FRA
BAG,LON
BAG,FRA
BELS,INDEXEURO
FEA,FRA
BCGE,SWX
BGES,OTCMKTS
PICNI,BKK
BBW,SGX
BSTEAD,KLSE
BHF,FRA
BHIN,OTCMKTS
BTAHY,OTCMKTS
BUCN,SWX
512608,BOM
BHP,SWX
BHB,NYSEMKT
BHB,FRA
4519,TYO
BIOD,NASDAQ
BILL,STO
BII,FRA
BRT,LON
BRT,JSE
BMTR,IDX
BMRN,VIE
BIMBOA,BMV
BIC,FRA
BILB,OTCMKTS
BIO3,SWX
BISON,KLSE
BJC,BKK
9039,TYO
6870,TYO
BUDI,IDX
7494,TYO
4645,TYO
1770,TYO
BAUTO,KLSE
BJCHI,BKK
BJD,SGX
SKY,NYSEMKT
BUKK,IDX
8545,TYO
BKI,NYSE
BKI,BKK
BKL,FRA
AKH,FRA
BLAND,BKK
RLD,NYSE
RLD,SWX
VONN,SWX
8369,TYO
BAH,VIE
BRTR,OTCMKTS
BLH,SGX
BLT,NYSE
BLT,SWX
BLT,SGX
BLND,NYSEARCA
VB,NYSEARCA
BMY,FRA
BMY,SWX
BMY,BCBA
BLK,SWX
UQA,VIE
GVT,NYSEARCA
BLV,NYSEARCA
BAW,JSE
BGN,CURRENCY
BMRI,IDX
8806,TYO
3891,TYO
BTCIM,IST
2877,TYO
BXI,CVE
BXI,FRA
BMB,ASX
BFI,SGX
BFI,FRA
BMEKS,IST
BCM,NYSEARCA
BCM,WSE
FCW,KLSE
ETQ,LON
ETQ,FRA
ETQ,INDEXNYSEGIS
9783,TYO
BNZ,FRA
BTW,BKK
BWG,BKK
BND,NYSEARCA
BNP,SWX
INM,CVE
BOGN,OTCMKTS
BOBNN,SWX
B28,SGX
BOSS,SWX
REX,LON
8332,TYO
HED,NZE
BDPT,OTCMKTS
BIP,SGX
BRP,NYSE
BPLANT,KLSE
PMI,BIT
PMI,INDEXDJX
PMI,SWX
8604,TYO
528,SGX
POP,CVE
POP,BME
BPK,ETR
BPK,FRA
BPOST,SWX
BPG,FRA
BPG,ETR
CETH,OTCMKTS
CTH,CVE
CTH,TSE
BTNC,BKK
BRY,NYSE
BIA,FRA
BRYN,OTCMKTS
BRYN,ETR
BRAV,OTCMKTS
BRAV,STO
BRAM,LON
BRAM,IDX
3163,TYO
6448,TYO
TGR,NYSEARCA
BJTOTO,KLSE
BATA,IDX
5930,TYO
BNDS,NYSEARCA
BOSN,SWX
BSEV3,BVMF
BTX,NYSEMKT
BTX,SGX
BTX,INDEXVIE
7280,TYO
BOU,LON
BOU,SGX
BALT,NYSE
BNSTF,OTCMKTS
BTO,MCE
BTO,FRA
BTO,SWX
BLKA,LON
PLN,CURRENCY
ALMB,CPH
BKAWAN,KLSE
BTOU,SGX
BBH,MUTF
BTSGIF,BKK
BTE,INDEXVIE
8120,TYO
8120,TADAWUL
BUFAB,STO
BULM,OTCMKTS
BUND,NYSEARCA
BUOU,SGX
BAB,NYSEARCA
BAB,EBR
BOLUC,IST
BVE,CNSX
BVA,MCE
CMB,EBR
BCV,NYSEMKT
BCV,SGX
BCVN,SWX
BVH,FRA
FERR,BCBA
BVM,FRA
BTV,VIE
JDG,JSE
8552,HKG
BWP,CURRENCY
TMG,NYSE
TMG,JSE
BWCU,SGX
RBG,CVE
WBK,BCBA
PRB,NYSEARCA
BDG,NYSEARCA
BDG,SGX
UML,ASX
UML,FRA
UML,ETR
BCO,CVE
CIMB,KLSE
BECL,BKK
UKM,LON
BDH,NYSEARCA
BKGB,INDEXCME
4078,TYO
3850,TYO
EGP,CURRENCY
RGE,ETR
BAM,CURRENCY
1460,TYO
BYW6,SWX
531373,BOM
BIH,LON
BAYU,IDX
BZW,WSE
BDMS,OTCMKTS
BDMS,BKK
KAE,FRA
KTL,ASX
BZK,FRA
B64,SGX
BBTN,IDX
TCAP,BKK
C13,SGX
AMA,LON
4747,TYO
7568,TYO
CPH,INDEXNYSEGIS
CPH,BKK
CHRN,OTCMKTS
CWB,NYSEARCA
IPP,ASX
CCGPF,OTCMKTS
3724,TYO
8117,TYO
4347,TYO
5946,TYO
5566,TYO
9692,TYO
9012,TYO
9697,TYO
9698,TYO
MUR,CURRENCY
KER,WSE
9740,TYO
9319,TYO
2538,TYO
1491,TYO
CEKA,IDX
CEMTS,IST
CPEN,SWX
CEF,NYSEMKT
CEF,FRA
1305,TYO
1971,TYO
1938,HKG
1938,TYO
9885,TYO
9895,TYO
5387,TYO
7955,TYO
CND,INDEXNASDAQ
CND,JSE
CMBTN,IST
CEO,BCBA
CYR,FRA
COLN,BMV
1400,TYO
2204,TYO
4320,TYO
4320,TADAWUL
2355,TYO
CVZA,BCBA
CADO,BCBA
RIGO,BCBA
CITB,MCX
4826,TYO
CIP,FRA
4999,TYO
5187,TYO
CCP,BKK
BHU,ASX
BHU,SGX
9876,TYO
CLEBI,IST
CHD,SWX
CIE,BME
CIE,WSE
CBSBO,IST
BOYNR,IST
UNICO,IST
4751,TYO
KERVN,IST
CNC,SWX
4763,TYO
6716,TYO
7937,TYO
AMI,LON
526550,BOM
CEI,NYSEMKT
AVV,CVE
AVV,SGX
AVV,JSE
TCB,BKK
SALO,TLV
SALO,BCBA
CTU,FRA
MFX,INDEXNASDAQ
MFX,FRA
CDE,SWX
UNG,NYSEARCA
8030,TYO
8030,TADAWUL
4006,TADAWUL
9906,TYO
1202,TADAWUL
CELHA,IST
CMENT,IST
2475,TYO
AYCES,IST
F86,SGX
BRCI,OTCMKTS
900090,KOSDAQ
CCMB,OTCMKTS
Y&G,KLSE
CBF,TSE
5408,TYO
COLT,LON
RDG,CVE
CBW,TSE
4312,TYO
4312,HKG
7945,TYO
COK,SWX
8705,TYO
5310,TYO
4705,TYO
2033,TYO
7446,TYO
4801,TYO
CMM,BME
2652,TYO
CELU,BCBA
CAF,BME
138070,KOSDAQ
2112,TYO
CRED,NYSEARCA
CADUA,BMV
GAV,SWX
CTT,CVE
CTT,STO
4976,TYO
CAMX,STO
7751,TYO
4005,TYO
4005,TADAWUL
CARING,KLSE
6952,TYO
CASH,BME
CAV1V,HEL
CARLB,SWX
8550,TYO
8551,TYO
8551,HKG
DEM,NYSEARCA
CHH,CVE
GDM,INDEXNYSEGIS
517421,BOM
CBY,TSE
CBOM,MCX
C07,SGX
CICN,OTCMKTS
CICN,SWX
4003,TYO
4003,TADAWUL
8606,TYO
6816,TYO
9680,TYO
CICB,KLSE
200039,SHE
511411,BOM
BEH,SGX
4956,TYO
5906,TYO
6366,TYO
CCH,CVE
CCH,FRA
AIRN,SWX
AIRN,BMV
CRW,FRA
CRW,ASX
MNI,WSE
CBE,NYSE
BTP,SGX
CLDN,FRA
LCE,FRA
SNC,BME
SNC,BKK
PRD,NYSE
PRD,CVE
CDF,CURRENCY
CDK,NYSEARCA
TUB,BME
CDOG,LON
CSD,NYSEARCA
CBS,FRA
5819,TYO
CTR,FRA
CEBB,LON
CGD,BKK
9502,TYO
9502,TADAWUL
CEMEXB,BMV
COFI,OTCMKTS
8729,TYO
SOLU,OTCMKTS
ADP,SGX
BRGBF,OTCMKTS
FDPA,EPA
FDPAT,EPA
1314,TYO
CFR,JSE
TNR,BKK
2906,HKG
1435,TYO
CKF,FRA
FMG,WSE
5974,TYO
COG,BIT
CAG,ASX
GEOB,BMV
CGS,FRA
CGS,BKK
9504,TYO
9504,TADAWUL
1941,TYO
4044,TYO
6881,TYO
1904,TYO
CGW,NYSEARCA
CGW,ASX
S46,SGX
8337,TYO
CGA,LON
8185,TYO
8217,TYO
SCO,NYSEARCA
8331,TYO
CHTR,BMV
CHTR,VIE
CFD,NYSEMKT
6412,TYO
C33,SGX
1963,TYO
CHG,NYSE
CHG,BKK
2053,TYO
1954,TYO
CICC,OTCMKTS
FRI,NYSEARCA
CIG,FRA
MGAG,OTCMKTS
2039,TYO
CGV,FRA
P9D,SGX
CITI,OTCMKTS
7817,TYO
1490,TYO
4743,TYO
CRJ,TSE
RBN,NYSE
CJG,ASX
CKT,CVE
4303,HKG
1718,TYO
6407,TYO
4063,TYO
1630,TYO
2819,TYO
CKP,BKK
8382,TYO
8382,HKG
CKWN,SWX
185750,KRX
1873,TYO
CALN,OTCMKTS
CALN,SWX
CRLN,OTCMKTS
CRLN,ASX
CLF,EPA
CLF,ETR
CEX,INDEXCBOE
CEX,INDEXVIE
CLH,JSE
MTC,FRA
CLNX,BME
COLOB,SWX
524742,BOM
6796,TYO
CLST,OTCMKTS
CMG,ASX
4617,TYO
CMF,NYSEARCA
CMF,BIT
CMBN,SWX
MAP,BME
EMSN,SWX
4745,TYO
6958,TYO
CCM,KLSE
513353,BOM
LDC,FRA
LDC,BKK
CBK,ASX
9402,TADAWUL
CPN,BKK
1380,TYO
7739,TYO
CNG,WSE
CNN,CNSX
CNI,FRA
CNPF,NYSEARCA
1681,TYO
8060,TYO
8060,TADAWUL
1550,TYO
CFY,FRA
COIL,OTCMKTS
COB,LON
CYO,INDEXNYSEGIS
COMH,STO
CON,ETR
CON,FRA
CONSTI,HEL
CTAX11,BVMF
CVR,NYSEMKT
COOR,STO
COP,CURRENCY
8014,TYO
CVE,CURRENCY
BID,JSE
3877,TYO
CTRA,IDX
CHOC,NYSEARCA
GCAP,BKK
CPGI,NASDAQ
532456,BOM
CPG,WSE
CIU,NYSEARCA
CIU,BMV
1345,TYO
CPRE3,BVMF
CPTGF,BKK
CAPU,BCBA
7756,TYO
CRQ,INDEXNYSEGIS
7463,TYO
CHF,CURRENCY
CHF,ASX
1109,HKG
CCD,EPA
CQC,ASX
1847,TYO
CIMSA,IST
101240,KOSDAQ
1964,TYO
CWR,FRA
RIO,SWX
CRANE,BKK
CRCL,OTCMKTS
CRCL,LON
CREAL,BMV
COMO,BCBA
CKH,FRA
CKH,SWX
524506,BOM
CRD,JSE
CSN,STO
S6NU,SGX
CRV,NYSEMKT
5992,TYO
CSI,NYSE
CSC,NYSE
CSC,BKK
CSMN,NYSEARCA
CRBN,NYSEARCA
CRBN,BMV
CLTN,SWX
5007,TYO
CSR,LON
A23,SGX
CHAU,NYSEARCA
2002,TYO
2002,TADAWUL
CNS,FRA
2541,HKG
CHTM,OTCMKTS
CERX,OTCMKTS
CTBC,NASDAQ
CTAG,LON
1363,TYO
CEC,NYSE
CTS,CVE
7762,TYO
CUN,BME
CMK,NYSE
TZL,NYSEARCA
CUERVO,BMV
SIR,ASX
CURE,NYSEARCA
VCH,SWX
2362,TYO
CLV,NYSE
CVCB3,BVMF
CVG,AMS
CVG,ETR
557,SGX
CVY,NYSEARCA
CVY,FRA
CVO,ASX
CGP,SGX
1417,TYO
FCX,SWX
FCX,BCBA
FCX,BMV
HDD,SWX
CWE,CNSX
CWP,FRA
2801,TYO
CTW,BKK
CWT,BKK
C14,SGX
2022,TYO
CSE,NYSE
CSE,TSE
6850,TYO
4062,TYO
1060,TADAWUL
CWC,LON
CWC,ASX
CWC,SWX
T4E,SGX
CRX,LON
CRX,INDEXNYSEGIS
CRX,FRA
CRX,ETR
9360,TYO
CAPX,BCBA
CAPX,NASDAQ
GCB,KLSE
C09,SGX
CHW,LON
CNE,EPA
CONC,OTCMKTS
CELTF,OTCMKTS
CPA,WSE
CLY,NYSEARCA
8530,TYO
CIBN,OTCMKTS
CIBN,MUTF_CA
CYBX,NASDAQ
CYBG,OTCMKTS
2501,TYO
CCB,FRA
ANA,BME
CRN3,FRA
CGC,CVE
8609,TYO
9476,TYO
2816,TYO
BVT,JSE
COS,TSE
CEPCO,KLSE
1458,TYO
3313,TYO
KFX,NASDAQ
KFX,LON
6459,TYO
2590,TYO
9696,TYO
9818,TYO
9082,TYO
6743,TYO
6962,TYO
AAL,WSE
GRF,BME
GRF,NYSEMKT
GRF,ASX
GRF,ETR
GRF,JSE
1671,TYO
AFE,LON
AFE,JSE
DAG,NYSEARCA
DAG,STO
FRM,NYSE
FRM,LON
ROM,NYSEARCA
RTO,JSE
UNS,NYSE
ATN,TSE
8247,TYO
9363,TYO
9365,TYO
5702,TYO
EQI,FRA
DSY,JSE
DSY,SWX
DCA,NYSE
DPT,FRA
7483,TYO
8290,TADAWUL
3119,HKG
5951,TYO
6146,TYO
7245,TYO
7278,TYO
5610,TYO
DGI,BME
DELI,OTCMKTS
DLGCF,OTCMKTS
7745,TYO
ETIT,INDEXNASDAQ
TRIVE,KLSE
4311,HKG
PARD,OTCMKTS
PARD,EBR
DVW,LON
8046,TYO
DZGYO,IST
6517,TYO
6365,TYO
MRZ,FRA
2662,TYO
DOME,BCBA
DTD,NYSEARCA
DTD,BMV
KAMART,BKK
4819,TYO
DHC,INDEXNYSEGIS
DHC,CNSX
ISCO,OTCMKTS
DDE,FRA
DSW,FRA
101330,KOSDAQ
5161,TYO
JCY,KLSE
IVL,BKK
IVL,FRA
3947,TYO
1966,TYO
6430,TYO
4750,TYO
2675,TYO
DMSAS,IST
9955,TYO
4845,TYO
6060,TYO
6060,TADAWUL
CMST,OTCMKTS
FEO,FRA
2361,TPE
1642,TYO
1661,TYO
DDD,LON
DDD,SWX
DDD,FRA
TAMZ,MCX
4100,TADAWUL
4100,TYO
UKUZ,MCX
ERMK,MCX
WAVE,OTCMKTS
WAVE,BKK
5CH,SGX
6667,TYO
9908,TYO
4150,TADAWUL
KUOB,BMV
DUROF,OTCMKTS
DURDO,IST
DOG,NYSEARCA
DOGUB,IST
6496,TYO
DENTA,IST
DERIM,IST
DARDL,IST
BMQ,INDEXNYSEGIS
EXJ,ETR
DRT,BKK
DXS,INDEXNYSEGIS
3906,TYO
DIT,NYSEMKT
DITAS,IST
DEVA,IST
MNDRS,IST
DENCM,IST
2303,TYO
4281,TYO
BDZ,WSE
ULM,WSE
IDEA,OTCMKTS
DVS,INDEXCBOE
MILUX,KLSE
DDG,NYSEARCA
DGBZ,MCX
DASA3,BVMF
DOBUR,IST
ARON,SWX
ARON,ASX
DWNI,SWX
TDM,KLSE
ENRT,OTCMKTS
ENRT,LON
DMT,INDEXNYSEGIS
7570,TYO
106080,KOSDAQ
115310,KOSDAQ
2359,TYO
1464,TYO
1320,TYO
1320,TADAWUL
1930,TYO
DYHOL,IST
STRINV,CPH
BMP,WSE
PBF,WSE
8324,TYO
SAC,LON
DAB,LON
DAB,CPH
136540,KOSDAQ
MW4,FRA
533033,BOM
500120,BOM
TERA,OTCMKTS
533982,BOM
1803,TYO
8263,TYO
6622,TYO
526821,BOM
SDGB,OTCMKTS
8840,TYO
4004,TYO
4004,TADAWUL
DANCO,KLSE
4506,TYO
7480,TYO
DIB,JSE
3107,TYO
8529,TYO
5352,TYO
VNF,LON
DBK,SWX
DRD,EBR
DRD,JSE
DBV,NYSEARCA
DBV,BMV
D05,SGX
DTZ,FRA
8563,TYO
8563,HKG
DGP,NYSEARCA
7609,TYO
1814,TYO
5234,TYO
DCR,WSE
3514,TYO
RHBCAP,KLSE
123260,KOSDAQ
HSP,NYSE
HSP,JSE
BISB,ETR
BISB,FRA
DIC,SWX
DCC,BKK
7505,TYO
2950,HKG
1822,TYO
DCF,CVE
DDB,INDEXCBOE
DRN,NYSEARCA
DRN,ETR
DRN,FRA
DRN,TSE
O9E,SGX
1929,TYO
MMP,LON
MMP,JSE
KPL,WSE
6883,TYO
6883,HKG
9433,TYO
5471,TYO
DAIMAN,KLSE
1795,TYO
D03,SGX
6469,TYO
6340,TYO
6473,TYO
9320,TYO
4930,TYO
500068,BOM
DELB,EBR
DLC,NYSE
DLC,BIT
DEMCO,BKK
DENERG,CPH
GDFL,INDEXEURO
MDF,NYSE
MDF,BME
DFX,INDEXNASDAQ
2397,TYO
DFDS,CPH
DWG,INDEXDJX
6383,TYO
4540,TYO
PAO,NYSEARCA
DGO,LON
DGC,STO
DGC,SWX
DGC,JSE
DIG,NYSEARCA
1325,TYO
7590,TYO
VDG,FRA
VDG,ETR
1620,TYO
DOHOL,IST
DGS,NYSEARCA
DGS,LON
8713,TYO
DRW3,SWX
AAR,NYSE
3106,TYO
ABG,BME
4193,HKG
8308,TYO
3168,TYO
4116,TYO
JGLDA,ASX
8703,TYO
1925,TYO
AEC,NYSE
AEC,CVE
AET,JSE
7262,TYO
131030,KOSDAQ
SNF,NYSE
DILD,IDX
4130,TADAWUL
4046,TYO
3160,TYO
7506,TYO
FLUX,OTCMKTS
DIA,NYSEARCA
6961,TYO
1639,TYO
8199,TPE
9534,TYO
DIOD,MCX
4840,TYO
DVP,NYSEARCA
ARP,LON
ARP,STO
CIMBER,CPH
2010,TADAWUL
DJS,ASX
DJS,FRA
PTPP,IDX
NIKL,IDX
DJUB,LON
DJUR,CPH
ASN,FRA
ASR,JSE
ATG,WSE
ADX,CNSX
BAA,NYSEMKT
BCD,SGX
BEE,NYSE
BET,LON
BKD,BKK
BHH,NYSEARCA
PHR,INDEXTYO
BTY,SGX
BTY,SGX
BRH,CNSX
DSS,NYSEMKT
DSS,WSE
114570,KOSDAQ
4461,TYO
4461,INDEXDB
CCR,FRA
MDG,CVE
MDG,ASX
DANSKE,CPH
9367,TYO
6706,TYO
4061,TYO
4061,TADAWUL
CCC,ASX
CCC,WSE
CCC,STO
6373,TYO
DKSH,SWX
DKSH,KLSE
EIV,NYSEMKT
EIV,EPA
CHR,CPH
8311,TADAWUL
8593,TYO
3190,TYO
DELTA,BKK
4924,TYO
DIALOG,KLSE
DLL,CVE
DLH,CPH
JDL,FRA
DPK,NYSEARCA
DPK,FRA
CGG,SWX
PTO,NYSEARCA
CNL,NYSE
CNL,FRA
9052,TYO
1401,TYO
DER,CVE
DMM,TSE
DMAS,IDX
1357,TYO
CMH,JSE
MHI,NZE
6053,TYO
COF,ASX
DWM,NYSEARCA
DWM,INDEXDJX
5714,TYO
CPP,NYSE
CPP,CVE
NHG,FRA
CMR,ASX
CMR,INDEXNYSEGIS
DTM,BKK
CNW,NYSE
FSR,JSE
TBT,NYSEARCA
ADR,INDEXNYSEGIS
ADY,NYSE
CVC,NYSE
DMD,FRA
CPD,WSE
DNO,NYSEARCA
DNO,LON
4611,TYO
DGL,NYSEARCA
DGL,INDEXEURO
4324,TYO
4631,TYO
CRF,NYSEMKT
CRF,VIE
SAS,TSE
SAS,STO
DNL,NYSEARCA
7912,TYO
CCG,NYSE
SHV,NYSEARCA
SHV,CNSX
5337,TYO
3050,TYO
3050,TADAWUL
3050,TYO
SOG,TLV
106520,KOSDAQ
1650,TYO
DNR,FRA
DOMN,BMV
COMDO,IST
7838,TYO
170900,KRX
DOR,LON
DOR,NYSE
3512,TYO
ECMDA,ASX
GSZ,ASX
8144,TYO
EQL,NYSEARCA
EQL,MUTF
LAD,TSE
4716,TYO
7879,TYO
9369,TYO
9435,TYO
5820,TYO
DEP,NYSE
ERS,LON
ERS,FRA
ESE,CVE
BKW,SWX
BKW,SGX
3386,HKG
3386,TYO
DPNS,IDX
EBG,FRA
O10,SGX
FAF,INDEXTYO
FGL,JSE
KNM,KLSE
DPUM,IDX
FRD,NYSEMKT
FRD,INDEXFTSE
EKL,FRA
DNP,WSE
WINGTM,KLSE
GBG,JSE
GCO,BME
IMG,FRA
IMG,BME
IMG,SWX
8566,TYO
8566,HKG
AAU,NYSEMKT
ICF,NYSEARCA
ALKIM,IST
GDC,FRA
BHG,CVE
BHG,ASX
GND,FRA
GND,JSE
COJ,ASX
COJ,FRA
YGL,KLSE
GPA,JSE
AVH,FRA
GRI,NYSEARCA
MCL,CNSX
MCL,INDEXEURO
FGF,NYSE
GSP,NYSEARCA
GSP,EPA
GSS,NYSEMKT
DIOS,STO
HIC,LON
AUD,CURRENCY
AUD,NYSEARCA
3960,TYO
DRACO,BKK
DRB,INDEXNYSEGIS
DRB,INDEXNASDAQ
4555,TYO
DFI,INDEXNYSEGIS
D01,SGX
DRG,INDEXNYSEGIS
HMA,NYSE
DRS,FRA
DRW,NYSEARCA
DSH,ASX
8804,TYO
8801,TYO
6800,TYO
9793,TYO
8601,TYO
DSKY,MCX
7735,TYO
DSNN,ASX
DNORD,CPH
DSNG,IDX
DSONIC,KLSE
8589,TYO
8260,TYO
8260,TADAWUL
8114,TYO
DSK,ETR
1575,TYO
LDA,FRA
LDA,ETR
9782,TYO
8747,TYO
7883,TYO
DBA,NYSEARCA
DBAN,SWX
7905,TYO
HSH,LON
HTH,FRA
HTH,CNSX
HGL,LON
IAL,ETR
IEC,NYSEMKT
IEC,BKK
IIV,INDEXDB
IIV,INDEXNYSEGIS
IIV,INDEXSWX
PCG,SWX
ILH,INDEXNYSEGIS
DUFN,SWX
DUTI,IDX
DCT,ETR
DCT,FRA
DCT,JSE
FEP,LON
FEP,BMV
IMR,CNSX
AMM,ASX
AMM,NYSEARCA
AMM,FRA
INR,CURRENCY
INR,NYSEARCA
SCIB,KLSE
IPH,INDEXNYSEGIS
IPH,SWX
DUG,NYSEARCA
RMI,JSE
ISR,NYSEMKT
9132,TYO
DUST,NYSEARCA
DUST,STO
DUST,BMV
DTC,JSE
DTC,BKK
SIS,INDEXNYSEGIS
SIS,BKK
NHH,ASX
NHH,BME
NIO,NYSE
NIO,CURRENCY
4640,TYO
PBAH,OTCMKTS
PBA,KLSE
HSL,KLSE
NOM,BER
VTI,NYSEARCA
DSV,CPH
526315,BOM
5410,TYO
2710,TYO
MGK,NYSEARCA
MGK,BMV
PMR,NYSEARCA
2489,TYO
8203,TYO
4140,TADAWUL
3202,TYO
3205,TYO
1850,TYO
1615,TYO
3072,HKG
7990,TYO
PDN,NYSEARCA
PSV,JSE
3580,TYO
1573,TYO
DWSN,LON
DWTY,INDEXNYSEGIS
DWTY,INDEXNASDAQ
DLN,NYSEARCA
DLN,BMV
PIC,NYSEARCA
SMX,INDEXFTSE
DAE,SWX
DEX,SWX
4794,TYO
CIL,FRA
CIL,ETR
CIL,JSE
PDG,CVE
PDG,BKK
DANT,CPH
PMC,CNSX
PPO,NYSE
PPO,CNSX
DXG,INDEXNYSEGIS
PREDA,ASX
PRH,ASX
6367,TYO
QTI,INDEXCME
RFM,FRA
TDR,FRA
RFR,CNSX
CBH,JSE
DST,JSE
DST,CNSX
RBL,NYSEARCA
DYCA,BCBA
2689,TYO
DYAN,IDX
DVG,INDEXNYSEGIS
DVG,INDEXNASDAQ
RGR,CNSX
CMO,BKK
6433,TYO
RBS,AMS
RBS,SWX
ROH,BKK
AZC,NYSEMKT
AZC,ASX
AZC,ETR
KPO,SWX
SSN,NYSEMKT
SBE,CVE
SDG,CURRENCY
8818,TYO
4636,TYO
