symbol,market
7995,TYO
WCT,KLSE
514167,BOM
6375,TYO
VZN,SWX
9739,TYO
8148,TYO
8111,TYO
6778,TYO
MGRC,KLSE
6463,TYO
531161,BOM
NZX,NYSEMKT
NTRX,INDEXVIE
NIPS,IDX
4346,TYO
8358,TYO
TECPRO,NSE
8522,TYO
NTBC,LON
4919,TYO
7915,TYO
ENDO,OTCMKTS
1332,TYO
NPR,CURRENCY
NXU,CNSX
OCQ,FRA
7105,TYO
CUTIX,MUTF
NYH,NYSEMKT
7442,TYO
2070,TADAWUL
1303,TADAWUL
1973,TYO
NYT,BKK
NYA,INDEXNYSEGIS
NYA,INDEXDJX
IPAL,NYSEARCA
8979,TYO
INSC,LON
NZR,NYSEMKT
N32,SGX
KPHOL,IST
ISAT,OTCMKTS
ISAT,IDX
OSSR,CPH
ZVVG,FRA
OHH,TLV
RLG,INDEXRUSSELL
RLG,CNSX
3335,HKG
9755,TYO
9765,TYO
5959,TYO
PHRM,LON
ZOL,FRA
ORM,NYSEMKT
FGEN,BMV
6666,TYO
CYPARK,KLSE
WTL,LON
WTL,JSE
8692,TYO
9317,TYO
7991,TYO
7727,TYO
OEST,BCBA
MRGYO,IST
NII,NYSEMKT
NII,FRA
9511,TYO
ICBP,IDX
JFIL,OTCMKTS
OZGYO,IST
D&O,KLSE
HGP,CNSX
TXO,LON
OGZD,BCBA
6408,TYO
6282,TYO
KN1,ETR
KN1,FRA
TGX,NYSE
PNDORA,CPH
PNDORA,SWX
ANB,ASX
MERT,STO
MERT,OTCMKTS
CSU,ASX
TBL,FRA
6478,TYO
1685,TYO
5106,KLSE
A75,SGX
HSR,FRA
TRAC,OTCMKTS
LEAD,TLV
6492,TYO
JPA,FRA
MMS,FRA
4768,TYO
AXE,FRA
ASCK,OTCMKTS
GLTD,LON
OLM,FRA
OLMIP,IST
OTKAR,IST
OSKV,OTCMKTS
OSKVI,KLSE
8240,TADAWUL
5939,TYO
517344,BOM
MVC,MCE
MVC,FRA
MSQ,LON
MSQ,INDEXNYSEGIS
4800,TYO
ARTR3,BVMF
XPH,NYSEARCA
XPH,BMV
VMP,ASX
FLTR,NYSEARCA
FLTR,BMV
CTNO,OTCMKTS
BJL,SGX
COMS,EBR
OAF,INDEXDB
130960,KOSDAQ
HSPG,OTCMKTS
FCD,NYSEARCA
FCD,FRA
XEN,LON
42H,SGX
OAS,JSE
7628,TYO
MC0,SGX
MC0,FRA
101930,KOSDAQ
2497,TYO
516082,BOM
NVP,STO
NVP,FRA
523828,BOM
4155,HKG
1213,TADAWUL
7474,TYO
SBS,LON
SBS,SWX
JSI,LON
JSI,INDEXCME
500220,BOM
530419,BOM
1834,TYO
6201,TYO
OKN,ASX
CTK,JSE
SFNS,OTCMKTS
TGA,FRA
RTGZ,MCX
6149,TYO
4733,TYO
4733,TPE
ODAS,IST
ORDN,ASX
MODM,OTCMKTS
506261,BOM
ZUE,WSE
SYMC,BKK
SYMC,BMV
SYMC,VIE
ODL,WSE
OGL,ASX
VARUN,NSE
NBIO,OTCMKTS
PWROOT,KLSE
PGD,NYSEARCA
PGD,WSE
6513,TYO
PYLON,BKK
5815,TYO
SPEAS,CPH
OERL,SWX
2502,TYO
2502,HKG
2503,TYO
NXTA,OTCMKTS
9007,TYO
MYEG,KLSE
8512,TYO
1604,HKG
OFI,NYSEMKT
OFI,KLSE
5376,INDEXDB
SFSA4,BVMF
5DW,SGX
4728,TYO
AIO,ASX
AIO,FRA
504903,BOM
OFN,SWX
OFSA3,BVMF
SOFB,SWX
9063,TYO
OLG,JSE
YGR,TSE
BJV,SGX
503657,BOM
ODD,STO
BGS,NYSE
BGS,LON
BGS,ASX
BGS,CVE
MSAG,FRA
105740,KOSDAQ
CBAV,BME
OHT,ETR
OHT,FRA
GGN,NYSEMKT
1802,TYO
MTN,JSE
AVOI,OTCMKTS
BHIP,BCBA
MZA,NYSEMKT
MZA,WSE
1844,TYO
MAD,CURRENCY
OHTL,BKK
CPRO,IDX
STNT,OTCMKTS
DOI,INDEXNYSEGIS
TRITN,BKK
HALKB,IST
OILS,LON
PCHEM,KLSE
OTE1V,HEL
CLAM,OTCMKTS
GHI,NYSE
GHI,CVE
ONXEO,CPH
3861,TYO
EGPW,BME
KRZ,INDEXNASDAQ
5RK,SGX
MLD,LON
BN2,SGX
RBP,JSE
RBP,INDEXTYO
3111,TYO
6205,TYO
6294,TYO
1833,TYO
8397,TYO
8397,HKG
4221,TYO
6644,TYO
6703,TYO
STYLE,CPH
7994,TYO
POH1S,HEL
126600,KOSDAQ
OKM1V,HEL
510,SGX
PLNT,MCX
WOLF,NASDAQ
OLF1R,RSE
7733,TYO
OMX,NYSE
OMAG,OTCMKTS
BEAN,SWX
ORZ,FRA
PEAN,SWX
BBD,CURRENCY
5122,TYO
TBIG,IDX
HRUM,OTCMKTS
HRUM,IDX
OMSH,OTCMKTS
OMSH,MCX
KRAS,IDX
APLN,OTCMKTS
APLN,IDX
PRIO3,BVMF
SKYC,OTCMKTS
SKYC,MCX
SEAM,STO
SONE,NASDAQ
KGI,BKK
KGI,LON
6405,TYO
MFIN,OTCMKTS
MFIN,IDX
7647,TYO
4187,TYO
4187,HKG
VAA,FRA
BUMI,IDX
O39,SGX
CHMK,MCX
1385,TYO
CHARAN,BKK
SBX,NYSE
OPC,CNSX
OAO,JSE
OPTS,LON
6914,TYO
6914,TYO
OPCO,OTCMKTS
OTT,NASDAQ
OPTI,OTCMKTS
ATA,NYSEARCA
MRTGG,IST
ANELT,IST
4736,TYO
DGATE,IST
EZD,EPA
1090,TADAWUL
UDSB,MCX
KAZT,MCX
MINT,NYSEARCA
MINT,BKK
ME8U,SGX
ONV,FRA
RGI,NYSEARCA
RGI,LON
CMAE,LON
MGMA,OTCMKTS
SPRT,LON
SPEL,OTCMKTS
ORCH,NASDAQ
ORES,STO
OREIT,HEL
8585,TYO
ELIX,EPA
ORGC,OTCMKTS
ORNBV,HEL
8207,TYO
ORS,ASX
O23,SGX
DPL,NYSE
DPL,WSE
6757,TYO
MLA,NYSEARCA
9532,TYO
O08,SGX
OJBA,CPH
4089,HKG
DELEUM,KLSE
HOFI,STO
OSIT,EPA
BS6,SGX
SAVERA,NSE
512634,BOM
3395,TYO
8392,TYO
8392,HKG
6161,TYO
P&O,KLSE
WDH,CPH
6645,TYO
O5RU,SGX
OUT1V,HEL
8591,TYO
OTM,WSE
FROTO,IST
WAC,SWX
7208,TYO
KRKN,MCX
2469,TYO
JNOS,MCX
MNPZ,MCX
LJ3,SGX
SK7,SGX
8041,TYO
SNOS,MCX
1560,TYO
MVA,FRA
8103,TYO
WBO,ETR
WBO,JSE
WBO,FRA
RQ1,SGX
NETR,INDEXNASDAQ
FPIP,STO
IWH,INDEXNYSEGIS
MCRO,NYSEARCA
IMPC,OTCMKTS
IMPC,IDX
8783,TYO
3396,TYO
3793,TYO
3794,TYO
8981,TYO
SMGR,IDX
RBX,JSE
111870,KOSDAQ
ASYAB,IST
GLA,NYSEMKT
CLAR,OTCMKTS
533288,BOM
PEPL,NSE
EOX,CVE
1020,TADAWUL
O57,SGX
TRGYO,IST
3NB,FRA
4CF,FRA
SCIC,NZE
SCICOM,KLSE
ATAGY,IST
900140,KRX
1768,HKG
1768,TYO
UTAR,MCX
SFT1V,HEL
BRTS,TLV
UEI,BME
3785,TYO
7829,TYO
VLRT,SWX
2525,HKG
OZKGY,IST
1555,TYO
2526,HKG
OZZ,FRA
590054,BOM
P05,SGX
PEK,NYSEARCA
PEK,WSE
EBQ,INDEXNYSEGIS
8283,TYO
5695,TYO
6347,TYO
7956,TYO
7618,TYO
PENGD,IST
TVI,TSE
TVI,FRA
TVI,BKK
ILV,JSE
ILV,BME
2684,TYO
6927,TYO
PNM,FRA
PID,BMV
7601,TYO
2726,TYO
1871,TYO
4293,TYO
APTK,MCX
PUI,ETR
PUI,FRA
PRKME,IST
ALLC,NZE
ND8U,SGX
MEV,INDEXNYSEGIS
MIG,NYSE
4337,TYO
HBGLOB,KLSE
123860,KOSDAQ
PATO,BKK
P4T,ETR
CQO,FRA
MDQ,FRA
PRPM,OTCMKTS
WRT,ASX
4298,TYO
9845,TYO
CUT,NYSEARCA
PRTAS,IST
PRX,NYSE
SSOL,OTCMKTS
6784,TYO
PRWN,VTX
KSLAV,HEL
QPR1V,HEL
NZH,NYSEMKT
BAV,LON
4760,TYO
BINV,STO
MV4,SGX
PMK,FRA
PLMO,OTCMKTS
1798,TYO
DOV1V,HEL
PRICOL,NSE
7587,TYO
PKBA,MCX
PETUN,IST
PARSN,IST
ELTZ,LON
ELTZ,MCX
ELTZ,OTCMKTS
SOO1,FRA
PKENT,IST
PIMAS,IST
PTOFS,IST
BSHEV,IST
PINS,OTCBB
PNSUT,IST
PETKM,IST
PSU,FRA
PINSU,IST
CHEP,NYSEARCA
CHEP,MCX
AVAZP,MCX
PBS,NYSEARCA
PBS,FRA
DAY,LON
DAY,INDEXNYSEGIS
AZEM,LON
PWS,LON
PWS,FRA
GRF.P,BME
AW2,ETR
AW2,VIE
AW2,FRA
DNYA,TLV
4219,INDEXDB
5PI,SGX
LLP,CNSX
HARL,OTCMKTS
P29,SGX
PAXN,SWX
PAXN,ASX
TMDA,TLV
PPA,NYSEARCA
PAH,LON
P11,SGX
PMU,FRA
PAE,BKK
T8V,SGX
SLA,NYSE
SLA,ASX
PKG,INDEXBKK
PKG,CNSX
PATA,BCBA
PRAS,IDX
PARG,SWX
PARD3,BVMF
LRL,LON
LRL,ASX
LRL,CVE
PTH,LON
GPW,CVE
GPW,WSE
ICN,NYSEARCA
TET,EBR
PRA,ETR
CHEMM,CPH
A9G,ETR
A9G,FRA
PUBN,SWX
PUBN,BMV
BTS,BKK
BTS,INDEXNYSEGIS
BTS,VIE
8574,TYO
PECO,OTCMKTS
PESA,BCBA
PROBF,OTCMKTS
PHU,LON
P19,SGX
P19,FRA
6809,TYO
PCSGH,BKK
PCS,NYSE
PCS,CVE
PCS,ELI
PCS,FRA
9629,TYO
PRCF,OTCMKTS
FVD,NYSEARCA
FVD,BMV
PRON,SWX
NGX,NYSEMKT
NGX,ASX
BCY,SGX
CFP,NYSEMKT
ACM,LON
PECCA,KLSE
1590,TYO
RUI,INDEXRUSSELL
PKO,WSE
PKO,FRA
130660,KRX
EKGYO,IST
8702,TYO
8700,TYO
PFV,SWX
PFV,BATS
RYGYO,IST
PFLM,LON
PFF,NYSEARCA
PFF,FRA
PFF,JSE
3151,TYO
4674,TYO
4678,TYO
4679,TYO
4680,TYO
4681,TYO
QLRO,STO
G20,SGX
PYG,NYSE
PYG,CURRENCY
MS7,SGX
PERL,OTCMKTS
P47,SGX
NARS,LON
PGL,JSE
7551,TYO
521242,BOM
PDO,NYSEMKT
PDO,CNSX
NUN,NYSE
PGIN,ASX
PHB,NYSEARCA
PSDN,IDX
511176,BOM
PRE,NYSE
PRE,TSE
MR8,ETR
MR8,FRA
MR8,SGX
7708,TYO
PGR,JSE
7250,TYO
PACT,NASDAQ
PACT,OTCMKTS
PACT,STO
7846,TYO
PIHLIS,HEL
PDJ,NYSEARCA
6773,TYO
170790,KOSDAQ
PIRN,ASX
MN5,SGX
CAPE,NYSEARCA
RATI.L,TLV
PJP,NYSEARCA
PJP,WSE
PROH,OTCMKTS
2945,HKG
TRCN,MCX
7246,TYO
9051,TYO
PLK,NYSEARCA
126560,KRX
PKG1T,TAL
6490,TYO
PKP,LON
PKP,WSE
PFCB,NASDAQ
PLW,WSE
LPIN,IDX
9945,TYO
PLANB,BKK
PLM,NYSEMKT
PLND,NYSEARCA
PLND,LON
PLND,BMV
PLT,WSE
PLL,NYSE
PLL,CVE
PLL,JSE
POLL,OTCMKTS
POLL,BCBA
PONT,OTCMKTS
5541,TYO
MLPL,NYSEARCA
MLPL,IDX
SNPAM,IST
PMCORP,KLSE
PEX,BATS
PEX,WSE
VALOE,HEL
PSN,TSE
PSN,FRA
2281,TYO
PKL,CVE
PKL,FRA
2593,TYO
PNEPCB,KLSE
4332,TADAWUL
PLIN,IDX
7544,TYO
TWC,NYSE
TRIC,LON
2592,HKG
POLHO,IST
POPF,BKK
PAH3,SWX
9904,TYO
POWR,NYSE
POWR,LON
POWR,IDX
6722,TYO
7512,TYO
PKB,NYSEARCA
APPL,OTCMKTS
524570,BOM
TPIPL,BKK
PPHB,KLSE
PPF,BKK
PPRO,IDX
PPP,NZE
PPP,BKK
P52,SGX
LPI,KLSE
IREKA,KLSE
526829,BOM
8956,TYO
PBG,NZE
PBG,WSE
PBG,JSE
1937,TYO
PRDA,IDX
PMO,FRA
TUI1,SWX
SSIA,IDX
9232,TYO
ILS,CURRENCY
SZG,SWX
PTRA,OTCMKTS
OPD,NYSEARCA
PSI,NYSEARCA
PSR,NYSEARCA
SOPO,OTCMKTS
7707,TYO
PSON,OTCMKTS
SCPI,IDX
PENTX,MUTF
MAKE,OTCMKTS
MAKE,NSE
ATRK,OTCMKTS
ANTM,IDX
ANTM,BMV
BVL,INDEXEURO
PED,NYSEMKT
PEDU,OTCMKTS
PEDU,SWX
PXT,INDEXEURO
CPX,NYSE
BCX,SGX
BCX,JSE
PTRANS,KLSE
PTTEP,BKK
PTTEP,INDEXEURO
K6S,SGX
PUDP,IDX
7865,TYO
7849,TYO
PBBANK,KLSE
PUNCAK,KLSE
PUM,SWX
PNSE,IDX
CHHB,KLSE
MBM,ASX
MBMR,KLSE
PND,WSE
KCI,WSE
PUE,FRA
RDN,SWX
RDN,WSE
RDN,BMV
ALTA,OTCMKTS
117670,KOSDAQ
PAW,CVE
PAW,ASX
PWB,NYSEARCA
PWB,BMV
PNSR,OTCMKTS
PANSAR,KLSE
3954,TYO
PW,NYSEMKT
OHLMEX,BMV
PPB,KLSE
131400,KOSDAQ
BPURI,KLSE
S48,SGX
LTKM,KLSE
PICORP,KLSE
FNDT,NASDAQ
NSTR,OTCMKTS
PFE,SWX
PFE,STO
PFE,BCBA
3950,TYO
SOR,CNSX
PNA1V,HEL
PPM,BKK
PPM,ASX
PXL,ETR
PXN,NYSEARCA
PETDAG,KLSE
BPE,ELI
PPN,ASX
PTD,NYSEARCA
AMEDIA,KLSE
ASCH,INDEXFTSE
3218,INDEXDB
IXI,INDEXSP
IXI,INDEXNYSEGIS
PERT,OTCMKTS
P22,SGX
PYM,BME
507779,BOM
AKD,FRA
EHL,ETR
PAZA,MCX
PUMA,LON
PCV,ETR
PCV,FRA
PTX,CVE
PTX,INDEXVIE
PANR,IDX
PYT,CVE
PYT,VIE
3329,TYO
8929,TYO
6668,TYO
AKTAV,HEL
CPFE3,BVMF
BTEL,OTCBB
BTEL,IDX
COSG,OTCMKTS
8963,TYO
7010,TADAWUL
2404,TYO
7413,TYO
7414,TYO
7412,TYO
5185,TYO
9322,TYO
FMU,NYSEARCA
FMUT,EPA
SWW,ETR
SWW,FRA
3328,TYO
2400,TYO
9474,TYO
9994,TYO
2916,TYO
2916,HKG
6728,TYO
5EN,SGX
3325,TYO
EXCL,OTCMKTS
EXCL,IDX
SBSB,LON
M1P,SGX
7839,TYO
3434,TYO
3738,TYO
8697,TYO
7215,TYO
6674,TYO
1334,TYO
PECD,OTCMKTS
PWTN,SWX
SFP,BKK
EXOL,OTCMKTS
ESGI,OTCMKTS
2403,TYO
M1Z,SGX
MOSC,INDEXTYO
EASON,BKK
7840,TYO
8721,TYO
3319,TYO
LS9,SGX
KRTC,TLV
1716,TYO
6670,TYO
DCON,BKK
EVD,SWX
3742,TYO
RMCC,INDEXRUSSELL
FSI,NYSEMKT
JUB,LON
COUR,BCBA
CEGR3,BVMF
4237,TYO
7747,TYO
DENIZ,IST
3317,TYO
8795,TYO
3734,TYO
ABT,LON
ABT,SWX
AVNR.L,TLV
BYSD,OTCMKTS
DEDR.L,TLV
TAPAC,BKK
MTLK,OTCMKTS
8922,TYO
8923,TYO
QIA,CVE
PNA,ASX
PNA,LON
T24,SGX
Q7W,INDEXSTOXX
BJK,NYSEARCA
BJK,SGX
BJK,BMV
TVN,WSE
9544,TYO
2796,TYO
3733,TYO
6669,TYO
3731,TYO
6675,TYO
8920,TYO
3730,TYO
8959,TYO
4564,TYO
6267,TYO
3433,TYO
8918,TYO
7746,TYO
8960,TYO
ATRS,VIE
YELP,SWX
AWS,SGX
4565,TYO
5900,TYO
4669,TYO
5697,TYO
1764,TYO
SNX,WSE
BABS,NYSEARCA
6753,TYO
Q01,SGX
Q01,INDEXSTOXX
PMETAL,KLSE
ART,NYSE
AXQ,FRA
MXQ,ASX
ANDR,VIE
ANDR,OTCMKTS
ANDR,SWX
TAMBUN,KLSE
BDI,LON
8198,TYO
3744,TYO
3333,TYO
8698,TYO
ENGN,NYSEARCA
ENGN,BMV
BKQ,INDEXNYSEGIS
BQD,SGX
BOQ,INDEXNYSEGIS
4165,HKG
MRIB,OTCMKTS
MTST,OTCMKTS
MTST,INDEXDJX
MONV,ETR
MONV,FRA
8964,TYO
RCC,ASX
QCCPO,BMV
COO2,ETR
COO2,FRA
131290,KOSDAQ
DGEN,OTCMKTS
5SO,SGX
DB1,SWX
DB11,ETR
DB11,FRA
63DU,ETR
63DU,FRA
DCI,TSE
DCI,TLV
ALBA,BIT
DUC,EPA
FMI1,ETR
TPAC,OTCMKTS
TPAC,BKK
SBT,NSE
BNR,SWX
QED,LON
QED,NYSEARCA
MGL,CVE
IMIC,LON
QRES,LON
C05,SGX
AXH,SGX
RNEW11,BVMF
CRC,CURRENCY
IFNC,INDEXBVMF
CZT,FRA
CZT,WSE
ERL,FRA
EMT,NYSEARCA
EMT,LON
EMT,WSE
FEW,ETR
VRP,NYSEARCA
GED,FRA
ASI,NYSE
IBB,ETR
CNH,NYSE
GLJ,SWX
BGX,CVE
6440,TYO
7630,TYO
3687,TYO
QH,BKK
SMG,BKK
4820,TYO
DLKIS,TLV
SAA,NYSEARCA
IIA,VIE
IIA,SWX
IIA,WSE
ECV,ASX
PWC,NYSEARCA
PWC,TSE
PSM,SWX
IPL,JSE
QUES,OTCMKTS
PSG,TSE
PSG,JSE
PSG,BME
Z75,SGX
530149,BOM
PIA,FRA
M1GU,SGX
MYG,TSE
MYG,ASX
8383,TYO
8383,HKG
533339,BOM
8158,TYO
8053,TYO
PLY,ASX
PLY,FRA
KCO,SWX
7561,TYO
7504,TYO
UAV,CNSX
ALQ,CVE
AOQ,INDEXNYSEGIS
PZV1L,VSE
LEVE3,BVMF
FQM,LON
EXXI,LON
QMED,OTCMKTS
1868,TYO
MME,ETR
MME,FRA
KOSB,MCX
7851,TYO
PBSB,MCX
PNX,LON
5BN,FRA
GAZ,NYSEARCA
NF7,SGX
NF7K,ETR
NF7K,FRA
NCT,WSE
2543,HKG
3598,TPE
3598,TYO
SNS,NYSE
SNS,WSE
2544,HKG
N2F,SGX
PT8,ETR
PT8,FRA
BRMS,IDX
ALSIC,EPA
M5Z,SWX
SVB,JSE
VMK,JSE
NVS,FRA
NVS,BCBA
NVS,JSE
EZB,INDEXNYSEGIS
HWG,NYSEMKT
HWGB,KLSE
PTARAS,KLSE
EEMS,NYSEARCA
CAPIO,STO
MHB,KLSE
MITRA,KLSE
A&M,KLSE
KIG,FRA
KPJ,KLSE
CCHZ,OTCMKTS
APAM,BME
APAM,EPA
AHL1V,HEL
526853,BOM
OIB,KLSE
QSN,FRA
QSG,FRA
7525,TYO
119860,KOSDAQ
2029,TYO
DB9,ETR
DB9,FRA
5390,TYO
5390,INDEXDB
AAM,SWX
TA1,ETR
TKA,VIE
TKA,SWX
QTCOM,HEL
TFG,BKK
8015,TYO
GAPB,BMV
GNI,CNSX
VJGZ,MCX
PINN,OTCMKTS
GGT,EPA
SRSP,OTCMKTS
P36,SGX
DSGT,OTCMKTS
DSGT,BKK
OTRDA,ASX
KSX,INDEXNASDAQ
ISN,SWX
BCHN,SWX
BCHN,BMV
TEA,NYSE
TEA,LON
EPX,ASX
EPX,INDEXNASDAQ
B5A,SWX
SBI,NYSEMKT
BKY,SGX
CPNRF,BKK
VYCO,OTCMKTS
SWD,LON
SWD,INDEXFTSE
ELCN,TLV
QCC,CNSX
ALD,NYSEARCA
ALD,TSE
ICV,FRA
DTCI,BKK
1149,HKG
S08,SGX
LCP,ETR
LCP,FRA
SCHE,NYSEARCA
ARCH,LON
NCN1T,TAL
BIG1,ETR
BIG1,FRA
4720,TYO
NCS,JSE
RMA,ASX
1378,HKG
1378,TYO
CNP,CVE
2920,HKG
526775,BOM
2549,HKG
SRQ,FRA
UKAA,FRA
9691,TYO
9713,TYO
2910,TYO
2910,HKG
7938,TYO
8887,TYO
8876,TYO
MAZ,SWX
PROB,STO
PROB,TLV
8057,TYO
7944,TYO
RAV,INDEXRUSSELL
131180,KOSDAQ
126880,KOSDAQ
RDM,INDEXNYSEGIS
RDM,FRA
ALVR,TLV
CNTA,STO
CNTA,FRA
WCC,ASX
WCC,JSE
HTP,FRA
H6O,FRA
REE,BME
REE,CVE
RAYSG,IST
ORCT,OTCMKTS
WTS,LON
WTS,TLV
4317,TYO
SHFT,LON
RNC,CNSX
MLMAX,MUTF
MYP,NYSEARCA
DIVO,LON
DIVO,BATS
DOD,NYSEARCA
9427,TYO
MOTZ,MCX
6413,TYO
4621,TYO
RATCH,BKK
RCD,NYSEARCA
RAYA,KLSE
RAH,NYSE
RGM,ASX
TLM,FRA
TLM,JSE
508998,BOM
9444,TYO
REH,LON
PGX,NYSEARCA
PGX,BMV
130740,KOSDAQ
MLK,CNSX
MLK,WSE
USBN,MCX
HOV,FRA
HOVID,KLSE
NPX,NYSE
NPX,NZE
NPX,ASX
2043,TYO
RSS,LON
RSS,CNSX
MEXTER,KLSE
UPA,BKK
UPA,KLSE
ASDION,KLSE
HST,VIE
VDG1L,VSE
121600,KOSDAQ
RNHS,MCX
TNBPP,MCX
HII,AMS
HII,FRA
RZS,FRA
KRTEK,IST
INDT,STO
RSX,NYSEARCA
RSX,INDEXNASDAQ
RSX,BMV
RBI,VIE
RBI,SWX
AEN,CVE
S07,SGX
UPG,ASX
PTR1L,VSE
MHA,FRA
MMA,FRA
ZMP1L,VSE
DION,OTCMKTS
CSMG3,BVMF
TPOLY,BKK
BJCORP,KLSE
RWL,NYSEARCA
RWL,WSE
CIX,NYSEMKT
CIX,FRA
BCRA,OTCMKTS
RAE,ETR
SEA,NYSEARCA
RCO,SWX
1926,TYO
RAA,SWX
229,FRA
E9A,SGX
AXZ,SGX
HVGPE,AMS
ARBN,SWX
2558,HKG
TWD,CURRENCY
MONEXB,BMV
8844,TYO
RCT,INDEXDJX
RCT,FRA
ROUS,NYSEARCA
7752,TYO
503162,BOM
9948,TYO
SINX,OTCMKTS
5H0,SGX
CAMH,OTCMKTS
SSK,FRA
SSK,JSE
EZE,BME
RDX,INDEXVIE
RDSA,SWX
RDSA,BMV
RCEA,FRA
6804,TYO
RHI,VIE
RHI,SWX
REPR,OTCMKTS
UAG,NYSEARCA
UAG,FRA
REGINN,ICE
REIT,INDEXDJX
REIT,INDEXTYO
RSW,NYSEARCA
ROYRE,AMS
RESURS,STO
5WH,SGX
6894,TYO
7268,TYO
FRPC,OTCMKTS
FME,SWX
TGLT,BCBA
RFC,LON
1479,TYO
5184,TYO
3941,TYO
ALSIR,EPA
7595,TYO
RYH,NYSEARCA
526403,BOM
RING,NYSEARCA
ROI,NYSEARCA
RNG,JSE
BJFOOD,KLSE
HBMN,SWX
7565,TYO
4685,TYO
6879,TYO
8742,TYO
300186,SHE
6272,TYO
128660,KOSDAQ
RF1U,SGX
RMR1V,HEL
4022,TYO
RCHN,OTCMKTS
RIEN,SWX
RILBA,CPH
BIOPOR,CPH
RIMO,IDX
ROJNA,BKK
8954,TYO
120240,KOSDAQ
4746,TYO
CSHB,OTCMKTS
CENSOF,KLSE
2564,HKG
RHK,SWX
RTRKS,HEL
5UX,SGX
APURE,BKK
GSDDE,IST
RLOG3,BVMF
THANI,BKK
METROD,KLSE
UPS,SWX
MATN,OTCMKTS
RMB,NYSEARCA
RMB,INDEXVIE
RMH,JSE
RMC,CVE
MOBB,MCX
5947,TYO
RAP1V,HEL
RNFT,MCX
RNK,WSE
RILB,FRA
SAGO,MCX
MNRB,KLSE
RUT,INDEXRUSSELL
NUQA,FRA
2566,HKG
FNG,EBR
6789,TYO
ROBIT,HEL
530307,BOM
6963,TYO
LU5,FRA
INRN,SWX
ROYL,OTCMKTS
PNS,NYSEMKT
RPS,FRA
TFGB,ETR
TFGB,FRA
TFGC,FRA
TFGC,ETR
INQ,INDEXNYSEGIS
RLE,FRA
RVD,TSE
2565,HKG
KILER,IST
RTI,ASX
7468,TYO
7465,TYO
7464,TYO
7873,TYO
7521,TYO
8890,TYO
RRHI,OTCMKTS
2567,HKG
522281,BOM
1623,TYO
RAPID,KLSE
7874,TYO
7575,TYO
3420,TYO
4695,TYO
4714,TYO
2568,HKG
BIZIM,IST
APFT,KLSE
8220,TADAWUL
RAIVV,HEL
RTH,MUTF
RTR,NYSEARCA
RTR,INDEXVIE
119850,KOSDAQ
RAUTE,HEL
2976,HKG
2954,HKG
IOM,FRA
RUC,FRA
SREN,OTCMKTS
GIAA,IDX
ARZZ3,BVMF
6786,TYO
RZSB,MCX
AMXL,BMV
RDTX,IDX
950070,KRX
7769,TYO
AUTM3,BVMF
RWK,NYSEARCA
RWE,SWX
INVJ,BCBA
RWM,NYSEARCA
ROCK-B,CPH
LGO,CVE
R07,SGX
EFGN,SWX
MOY,INDEXNYSEGIS
PXG,ASX
ELMA,OTCMKTS
ROBINS,BKK
SNU,JSE
RXS,INDEXNASDAQ
7451,TYO
7456,TYO
7448,TYO
9788,TYO
5851,TYO
RYG,FRA
8140,TYO
8140,TADAWUL
RJI,NYSEARCA
LKMNH,IST
REZ,NYSEARCA
REZ,FRA
5013,TYO
RIIC,OTCMKTS
TSTORE,KLSE
4775,TYO
S59,SGX
7623,TYO
6384,TYO
SCB-P,BKK
5726,TYO
8205,TYO
8254,TYO
8257,TYO
8275,TYO
6516,TYO
6584,TYO
1470,TYO
9478,TYO
SVS,INDEXTYO
7635,TYO
ERAR,BCBA
TURIYA,KLSE
3578,TYO
8850,TYO
SKBM,IDX
2930,TYO
2930,HKG
SSSC,BKK
7190,TYO
STPI,BKK
7050,TADAWUL
4340,TYO
9014,TYO
9083,TYO
9078,TYO
9176,TYO
SCHA,NYSEARCA
SSOF,OTCMKTS
9353,TYO
9366,TYO
SYC,JSE
5542,TYO
5657,TYO
1636,TYO
SAMCO,BKK
SAHA,FRA
SVOA,BKK
4548,TYO
4951,TYO
9878,TYO
5103,TYO
5194,TYO
U96,SGX
ZMICO,BKK
9204,TYO
STRB,OTCMKTS
STTP,IDX
STTP,OTCMKTS
SAFARI,BKK
SIPD,IDX
5660,TYO
GLW,SWX
GLW,BCBA
6403,TYO
XAC2,FRA
2032,TYO
SFA,CNSX
1360,TYO
4779,TYO
SZI1,FRA
8152,TYO
SARKY,IST
SUW,WSE
6319,TYO
6379,TYO
S56,SGX
SAMI,BCBA
S69,SGX
9719,TYO
4120,TYO
3945,TYO
SKTAS,IST
SIAM,BKK
5932,TYO
SMN,NYSEARCA
4987,TYO
122350,KOSDAQ
SALUTE,KLSE
521240,BOM
145990,KRX
4755,TYO
SNTC,STO
538795,BOM
SVC,CURRENCY
SAWAD,BKK
SNCL,LON
3109,TYO
5189,TYO
950110,KOSDAQ
SBJ,FRA
SKBNK,IST
SBUS,NYSEARCA
S61,SGX
SBV,NYSEARCA
SBV,JSE
UBSN,SWX
UBSN,BMV
SLBS,VIE
1826,TYO
4099,TYO
SCAB,SWX
SOCB,NASDAQ
SCTZ,OTCMKTS
CPBDA,ASX
STCBV,HEL
9735,TYO
SDRC,OTCMKTS
SCST,STO
SCTN,OTCMKTS
SAGG,NYSEARCA
TOTO,IDX
4170,HKG
4170,TADAWUL
