symbol,market,name,origin_name,origin_index,YahooPrice,YahooMarket,YahooPriceFile,GoogleDesc,GoogleDescFile
HGO,CVE,Hawkeye Gold & Diamond Inc,HGO,51810,YES,V,price/CVE/HGO.V.csv,YES,desc/CVE/HGO.txt
DIOS,STO,Dios Fastigheter AB,DIOS,51818,No,,,YES,desc/STO/DIOS.txt
HHM,ASX,Hampton Hill Mining NL,HHM,51819,YES,AX,price/ASX/HHM.AX.csv,YES,desc/ASX/HHM.txt
HIC,LON,HICL INFRASTRUCTURE COMPANY LD C SHS 0.01P,HIC,51820,No,,,No,
AUD,CURRENCY,Australian Dollar,AUD,51822,No,,,No,
AUD,CVE,Audiotech Healthcare Corporation,AUD,51822,YES,V,price/CVE/AUD.V.csv,No,
AUD,NYSEARCA,Pimco Australia Bond Index Exchange-Traded Fund...,AUD,51822,No,,,No,
9940,TPE,Sinyi Realty Inc.,9940,51834,YES,TW,price/TPE/9940.TW.csv,YES,desc/TPE/9940.txt
3960,TYO,valuedesign Inc,3960,51841,No,,,YES,desc/TYO/3960.txt
DRACO,BKK,Draco PCB Public Company Limited,DRACO,51853,No,,,YES,desc/BKK/DRACO.txt
9918,TPE,Shin Shin Natural Gas Co Ltd,9918,51854,YES,TW,price/TPE/9918.TW.csv,YES,desc/TPE/9918.txt
DRI,NYSE,"Darden Restaurants, Inc.",DRI,51855,YES,NYSE,price/NYSE/DRI.csv,YES,desc/NYSE/DRI.txt
DRB,INDEXNYSEGIS,POWERSHARES BUYBACK ACHIEVRS,DRB,51872,No,,,No,
DRB,INDEXNASDAQ,The NASDAQ US BuyBack Achievers Index,DRB,51872,No,,,No,
4555,TYO,"SAWAI PHARMACEUTICAL CO., LTD.",4555,51878,No,,,YES,desc/TYO/4555.txt
4555,TPE,Taiwan Chelic Corp Ltd,4555,51878,YES,TW,price/TPE/4555.TW.csv,YES,desc/TPE/4555.txt
DFI,TSE,Diamond Fields International Ltd.,DFI,51893,YES,TO,price/TSE/DFI.TO.csv,YES,desc/TSE/DFI.txt
DFI,INDEXNYSEGIS,NYSE ARCA DEFENSE INDEX,DFI,51893,No,,,No,
DFI,CVE,Diamond Fields International Ltd.,DFI,51893,YES,V,price/CVE/DFI.V.csv,YES,desc/CVE/DFI.txt
D01,SGX,Dairy Farm International Holdings Ltd,D01,51899,No,,,YES,desc/SGX/D01.txt
DRG,INDEXNYSEGIS,NYSE ARCA PHARMACEUTICAL INDEX,DRG,51901,No,,,No,
DRG,LON,Draganfly Investments Limited,DRG,51901,YES,L,price/LON/DRG.L.csv,YES,desc/LON/DRG.txt
DRG,ASX,DRAIG RESO FPO,DRG,51901,YES,AX,price/ASX/DRG.AX.csv,No,
HLX,NYSE,Helix Energy Solutions Group Inc,HLX,51902,YES,NYSE,price/NYSE/HLX.csv,YES,desc/NYSE/HLX.txt
HLX,ASX,Helix Resources Ltd.,HLX,51902,YES,AX,price/ASX/HLX.AX.csv,YES,desc/ASX/HLX.txt
HLX,FRA,"HEARTLAND EXPRESS DL-,01",HLX,51902,YES,F,price/FRA/HLX.F.csv,No,
DKA,ETR,Duerkopp Adler AG,DKA,51917,YES,DE,price/ETR/DKA.DE.csv,YES,desc/ETR/DKA.txt
DKA,FRA,Duerkopp Adler AG,DKA,51917,YES,F,price/FRA/DKA.F.csv,YES,desc/FRA/DKA.txt
DRH,NYSE,DiamondRock Hospitality Company,DRH,51921,YES,NYSE,price/NYSE/DRH.csv,YES,desc/NYSE/DRH.txt
DRH,FRA,DRONESHIELD LTD,DRH,51921,YES,F,price/FRA/DRH.F.csv,No,
IRD,TSE,International Road Dynamics Inc.,IRD,51931,YES,TO,price/TSE/IRD.TO.csv,YES,desc/TSE/IRD.txt
IRD,ASX,Iron Road Limited,IRD,51931,YES,AX,price/ASX/IRD.AX.csv,YES,desc/ASX/IRD.txt
IRD,EPA,Groupe IRD SA,IRD,51931,YES,PA,price/EPA/IRD.PA.csv,YES,desc/EPA/IRD.txt
HMA,NYSE,Health Management Associates LLC,HMA,51936,No,,,YES,desc/NYSE/HMA.txt
DUE,ASX,DUET Group,DUE,51938,YES,AX,price/ASX/DUE.AX.csv,YES,desc/ASX/DUE.txt
DSE,ASX,Dropsuite Ltd,DSE,51941,YES,AX,price/ASX/DSE.AX.csv,YES,desc/ASX/DSE.txt
DSE,NYSE,Duff & Phelps Select Energy MLP Fund Inc,DSE,51941,YES,NYSE,price/NYSE/DSE.csv,YES,desc/NYSE/DSE.txt
DSE,FRA,DAIWA SEC. GRP INC.,DSE,51941,YES,F,price/FRA/DSE.F.csv,No,
DRK,ASX,Drake Resources Limited,DRK,51944,YES,AX,price/ASX/DRK.AX.csv,YES,desc/ASX/DRK.txt
DRS,LON,DRS Data & Research Services plc,DRS,51947,YES,L,price/LON/DRS.L.csv,YES,desc/LON/DRS.txt
DRS,FRA,"DRAGON OIL PLC EO-,10",DRS,51947,No,,,No,
MRV,ASX,Moreton Resources Ltd,MRV,51959,YES,AX,price/ASX/MRV.AX.csv,YES,desc/ASX/MRV.txt
DRW,NYSEARCA,WisdomTree Int Real Estate Fund (ETF),DRW,51962,No,,,YES,desc/NYSEARCA/DRW.txt
DSH,ASX,Dick Smith Holdings Ltd,DSH,51964,No,,,YES,desc/ASX/DSH.txt
SFL,NYSE,Ship Finance International Limited,SFL,51965,YES,NYSE,price/NYSE/SFL.csv,YES,desc/NYSE/SFL.txt
SFL,BIT,Safilo Group S.p.A.,SFL,51965,YES,MI,price/BIT/SFL.MI.csv,YES,desc/BIT/SFL.txt
SFL,NSE,Sheela Foam Ltd,SFL,51965,YES,NS,price/NSE/SFL.NS.csv,YES,desc/NSE/SFL.txt
SFL,ASX,Spring FG Ltd,SFL,51965,YES,AX,price/ASX/SFL.AX.csv,YES,desc/ASX/SFL.txt
8804,TYO,"Tokyo Tatemono Co., Ltd.",8804,51967,No,,,YES,desc/TYO/8804.txt
1100,HKG,Mainland Headwear Holdings Ltd,1100,51978,YES,HK,price/HKG/1100.HK.csv,YES,desc/HKG/1100.txt
8801,TYO,Mitsui Fudosan Co Ltd,8801,51985,No,,,YES,desc/TYO/8801.txt
6800,TYO,"YOKOWO CO., LTD.",6800,51991,No,,,YES,desc/TYO/6800.txt
9793,TYO,"Daiseki Co., Ltd.",9793,52012,No,,,YES,desc/TYO/9793.txt
8601,TYO,Daiwa Securities Group Inc,8601,52021,No,,,YES,desc/TYO/8601.txt
DSKY,NASDAQ,iDreamSky Technology Ltd (ADR),DSKY,52027,YES,NASDAQ,price/NASDAQ/DSKY.csv,YES,desc/NASDAQ/DSKY.txt
DSKY,MCX,Detskiy Mir PAO,DSKY,52027,No,,,YES,desc/MCX/DSKY.txt
7735,TYO,Screen Holdings Co Ltd,7735,52033,No,,,YES,desc/TYO/7735.txt
DSNN,ASX,DESERT MIN DEF,DSNN,52037,No,,,No,
DNORD,CPH,Dampskibsselskabet NORDEN A/S,DNORD,52038,No,,,YES,desc/CPH/DNORD.txt
DSNG,IDX,Dharma Satya Nusantara Tbk PT,DSNG,52041,No,,,YES,desc/IDX/DSNG.txt
DSONIC,KLSE,Datasonic Group Bhd,DSONIC,52046,No,,,YES,desc/KLSE/DSONIC.txt
8589,TYO,Aplus Financial Co Ltd,8589,52048,No,,,YES,desc/TYO/8589.txt
8260,TYO,Izutsuya Co Ltd,8260,52066,No,,,YES,desc/TYO/8260.txt
8260,HKG,Yin He Holdings Ltd,8260,52066,YES,HK,price/HKG/8260.HK.csv,YES,desc/HKG/8260.txt
8260,TADAWUL,Gulf General Cooperative Insurance Co,8260,52066,No,,,YES,desc/TADAWUL/8260.txt
8114,TYO,"DESCENTE, LTD.",8114,52069,No,,,YES,desc/TYO/8114.txt
8114,TPE,Posiflex Technology Inc,8114,52069,YES,TW,price/TPE/8114.TW.csv,YES,desc/TPE/8114.txt
DSK,ETR,D.ST.Z.CREMER+BREUER,DSK,52104,No,,,No,
DSK1,ETR,Deutsche Steinzeug Cremer & Breuer AG,DSK1,52106,YES,DE,price/ETR/DSK1.DE.csv,YES,desc/ETR/DSK1.txt
DSK1,FRA,Deutsche Steinzeug Cremer & Breuer AG,DSK1,52106,YES,F,price/FRA/DSK1.F.csv,YES,desc/FRA/DSK1.txt
DTE,NYSE,DTE Energy Co,DTE,52108,YES,NYSE,price/NYSE/DTE.csv,YES,desc/NYSE/DTE.txt
DTE,ETR,Deutsche Telekom AG,DTE,52108,YES,DE,price/ETR/DTE.DE.csv,YES,desc/ETR/DTE.txt
DTE,FRA,Deutsche Telekom AG,DTE,52108,YES,F,price/FRA/DTE.F.csv,YES,desc/FRA/DTE.txt
DTE,ASX,Dart Energy Ltd,DTE,52108,YES,AX,price/ASX/DTE.AX.csv,YES,desc/ASX/DTE.txt
DTE,LON,Datong Ltd,DTE,52108,YES,L,price/LON/DTE.L.csv,YES,desc/LON/DTE.txt
DTE,BIT,DEUTSCHE TELEKOM,DTE,52108,YES,MI,price/BIT/DTE.MI.csv,No,
1575,HKG,Morris Holdings Ltd,1575,52111,YES,HK,price/HKG/1575.HK.csv,YES,desc/HKG/1575.txt
1575,TYO,CHINA ASSET MGT CO JDR CHINA CSI 300 IDX ETF,1575,52111,No,,,No,
LDA,EPA,Aldeta SA,LDA,52117,YES,PA,price/EPA/LDA.PA.csv,YES,desc/EPA/LDA.txt
LDA,FRA,"BAS LOGISTICS PLC EO -,10",LDA,52117,No,,,No,
LDA,ETR,LPA018 PLC EUR0.10,LDA,52117,No,,,No,
9782,TYO,DMS INC.,9782,52124,No,,,YES,desc/TYO/9782.txt
8747,TYO,"YUTAKA SHOJI CO., LTD.",8747,52127,No,,,YES,desc/TYO/8747.txt
7883,TYO,"Sun Messe Co., Ltd.",7883,52129,No,,,YES,desc/TYO/7883.txt
DBA,NYSEARCA,PowerShares DB Agriculture Fund,DBA,52145,No,,,YES,desc/NYSEARCA/DBA.txt
DBAN,ETR,Deutsche Beteiligungs AG,DBAN,52147,YES,DE,price/ETR/DBAN.DE.csv,YES,desc/ETR/DBAN.txt
DBAN,SWX,Dt Beteiligungs,DBAN,52147,No,,,No,
DBAN,FRA,Deutsche Beteiligungs AG,DBAN,52147,YES,F,price/FRA/DBAN.F.csv,YES,desc/FRA/DBAN.txt
7905,TYO,Daiken Corporation,7905,52154,No,,,YES,desc/TYO/7905.txt
HSH,NYSE,Hillshire Brands Co,HSH,52158,YES,NYSE,price/NYSE/HSH.csv,YES,desc/NYSE/HSH.txt
HSH,LON,HILLSHIRE BRANDS COMPANY (THE) COM STK USD0.01,HSH,52158,No,,,No,
HTH,NYSE,Hilltop Holdings Inc.,HTH,52159,YES,NYSE,price/NYSE/HTH.csv,YES,desc/NYSE/HTH.txt
HTH,FRA,"HUTCHINSON TECH. DL-,01",HTH,52159,No,,,No,
HTH,CNSX,Hotline to HR Inc.,HTH,52159,No,,,No,
HGL,LON,Henderson Global Trust PLC,HGL,52160,No,,,YES,desc/LON/HGL.txt
HGL,ASX,Hudson Investment Group Limited,HGL,52160,YES,AX,price/ASX/HGL.AX.csv,YES,desc/ASX/HGL.txt
IAL,ETR,IAMGOLD CORP.,IAL,52167,No,,,No,
IAL,FRA,IAMGOLD CORP.,IAL,52167,YES,F,price/FRA/IAL.F.csv,No,
IDT,NYSE,IDT Corporation,IDT,52174,YES,NYSE,price/NYSE/IDT.csv,YES,desc/NYSE/IDT.txt
IDT,ASX,IDT Australia Limited,IDT,52174,YES,AX,price/ASX/IDT.AX.csv,YES,desc/ASX/IDT.txt
IDT,FRA,"INTEGRATED DEVICE DL-,001",IDT,52174,YES,F,price/FRA/IDT.F.csv,No,
IEC,NYSEMKT,IEC Electronics Corp,IEC,52183,No,,,YES,desc/NYSEMKT/IEC.txt
IEC,CVE,International Enexco Limited,IEC,52183,YES,V,price/CVE/IEC.V.csv,YES,desc/CVE/IEC.txt
IEC,ASX,Intra Energy Corporation Ltd,IEC,52183,YES,AX,price/ASX/IEC.AX.csv,YES,desc/ASX/IEC.txt
IEC,BKK,The International Engineering PCL,IEC,52183,No,,,YES,desc/BKK/IEC.txt
IEQ,ASX,International Equities Corporation Ltd,IEQ,52184,YES,AX,price/ASX/IEQ.AX.csv,YES,desc/ASX/IEQ.txt
IHM,FRA,TURQUOISE HILL RES,IHM,52187,YES,F,price/FRA/IHM.F.csv,No,
IIV,INDEXDB,INAV POWERSHARES EQQQ USD,IIV,52190,No,,,No,
IIV,INDEXNYSEGIS,INTERACTIVE WEEK INTERNET INDEX FINAL SETTLEMEN...,IIV,52190,No,,,No,
IIV,INDEXSWX,INAV NASDAQ 100,IIV,52190,No,,,No,
PCG,NYSE,PG&E Corporation,PCG,52193,YES,NYSE,price/NYSE/PCG.csv,YES,desc/NYSE/PCG.txt
PCG,ASX,Hunter Hall International Ltd,PCG,52193,YES,AX,price/ASX/PCG.AX.csv,YES,desc/ASX/PCG.txt
PCG,SWX,PGE CORP,PCG,52193,No,,,No,
PCG,FRA,PG + E CORP.,PCG,52193,YES,F,price/FRA/PCG.F.csv,No,
ILH,ETR,Itelligence AG,ILH,52194,YES,DE,price/ETR/ILH.DE.csv,No,
ILH,INDEXNYSEGIS,DYNAMIC LG CAP GROWTH INTELLIDEX,ILH,52194,No,,,No,
ILH,FRA,Itelligence AG,ILH,52194,YES,F,price/FRA/ILH.F.csv,No,
DUFN,SWX,Dufry AG,DUFN,52197,No,,,YES,desc/SWX/DUFN.txt
DUFN,VTX,Dufry AG,DUFN,52197,YES,VX,price/VTX/DUFN.VX.csv,YES,desc/VTX/DUFN.txt
DUTI,IDX,Duta Pertiwi Tbk PT,DUTI,52200,No,,,YES,desc/IDX/DUTI.txt
DCT,NYSE,DCT Industrial Trust Inc,DCT,52205,YES,NYSE,price/NYSE/DCT.csv,YES,desc/NYSE/DCT.txt
DCT,ETR,Derby Cycle AG,DCT,52205,No,,,YES,desc/ETR/DCT.txt
DCT,FRA,Derby Cycle AG,DCT,52205,No,,,YES,desc/FRA/DCT.txt
DCT,JSE,Datacentrix Holdings Limited,DCT,52205,No,,,YES,desc/JSE/DCT.txt
EQE,ASX,Equus Mining Ltd,EQE,52214,YES,AX,price/ASX/EQE.AX.csv,YES,desc/ASX/EQE.txt
FEP,LON,Forum Energy Ltd,FEP,52215,No,,,YES,desc/LON/FEP.txt
FEP,NASDAQ,First Trust Europe AlphaDEX Fund,FEP,52215,YES,NASDAQ,price/NASDAQ/FEP.csv,No,
FEP,BMV,FIRST TRUST EUROPE ALPHADEX? FUND,FEP,52215,No,,,No,
JMF,NYSE,Nuveen Energy MLP Total Return Fund,JMF,52217,YES,NYSE,price/NYSE/JMF.csv,YES,desc/NYSE/JMF.txt
JMF,LON,JPMorgan Mid Cap Investment Trust PLC,JMF,52217,YES,L,price/LON/JMF.L.csv,YES,desc/LON/JMF.txt
IMR,CVE,iMetal Resources Inc,IMR,52219,YES,V,price/CVE/IMR.V.csv,YES,desc/CVE/IMR.txt
IMR,CNSX,iMarketing Solutions Group Inc,IMR,52219,No,,,YES,desc/CNSX/IMR.txt
AMM,TSE,Almaden Minerals Ltd.,AMM,52222,YES,TO,price/TSE/AMM.TO.csv,YES,desc/TSE/AMM.txt
AMM,ASX,Amcom Telecommunications Limited,AMM,52222,No,,,YES,desc/ASX/AMM.txt
AMM,NYSEARCA,Safety First Trust Principal-Protected Trust Ce...,AMM,52222,No,,,No,
AMM,ETR,Netwatch AG,AMM,52222,YES,DE,price/ETR/AMM.DE.csv,YES,desc/ETR/AMM.txt
AMM,FRA,Netwatch AG,AMM,52222,No,,,YES,desc/FRA/AMM.txt
INR,CURRENCY,Indian Rupee,INR,52230,No,,,No,
INR,NYSEARCA,Market Vectors Indian Rupee/USD ETN,INR,52230,No,,,No,
INR,EPA,LYXOR ETF INDIA,INR,52230,YES,PA,price/EPA/INR.PA.csv,No,
INR,CVE,Innovative Properties Inc,INR,52230,YES,V,price/CVE/INR.V.csv,YES,desc/CVE/INR.txt
INR,FRA,INTERN.CONS.AIRL.GR.,INR,52230,YES,F,price/FRA/INR.F.csv,No,
SCIB,KLSE,Sarawak Consolidated Industries Bhd,SCIB,52235,No,,,YES,desc/KLSE/SCIB.txt
IPH,EPA,Innate Pharma SA,IPH,52238,YES,PA,price/EPA/IPH.PA.csv,YES,desc/EPA/IPH.txt
IPH,ASX,IPH Ltd,IPH,52238,YES,AX,price/ASX/IPH.AX.csv,YES,desc/ASX/IPH.txt
IPH,INDEXNYSEGIS,S&PPHARMACEUTICALSSELECTINDUSTRY,IPH,52238,No,,,No,
IPH,SWX,INNATE PHARMA,IPH,52238,No,,,No,
DUG,NYSEARCA,ProShares UltraShort Oil & Gas (ETF),DUG,52241,No,,,YES,desc/NYSEARCA/DUG.txt
RMI,JSE,Rand Merchant Investment Holdings Ltd,RMI,52247,No,,,YES,desc/JSE/RMI.txt
RMI,ASX,Resource Mining Corporation Limited,RMI,52247,YES,AX,price/ASX/RMI.AX.csv,YES,desc/ASX/RMI.txt
ISR,NYSEMKT,"IsoRay, Inc.",ISR,52248,No,,,YES,desc/NYSEMKT/ISR.txt
ISR,TSE,Wi2Wi Corp,ISR,52248,YES,TO,price/TSE/ISR.TO.csv,YES,desc/TSE/ISR.txt
ITN,ETR,Intertainment AG,ITN,52252,YES,DE,price/ETR/ITN.DE.csv,YES,desc/ETR/ITN.txt
ITN,FRA,Intertainment AG,ITN,52252,YES,F,price/FRA/ITN.F.csv,YES,desc/FRA/ITN.txt
RMS,EPA,Hermes International SCA,RMS,52257,YES,PA,price/EPA/RMS.PA.csv,YES,desc/EPA/RMS.txt
RMS,ASX,Ramelius Resources Limited,RMS,52257,YES,AX,price/ASX/RMS.AX.csv,YES,desc/ASX/RMS.txt
RMS,CVE,"RMS Systems, Inc.",RMS,52257,YES,V,price/CVE/RMS.V.csv,YES,desc/CVE/RMS.txt
9132,TYO,DAIICHI CHUO KISEN KAISHA,9132,52259,No,,,YES,desc/TYO/9132.txt
JFC,NYSE,JPMorgan China Region Fund Inc,JFC,52261,YES,NYSE,price/NYSE/JFC.csv,YES,desc/NYSE/JFC.txt
JFC,TSE,Jaguar Financial Corp,JFC,52261,YES,TO,price/TSE/JFC.TO.csv,YES,desc/TSE/JFC.txt
JFC,CVE,Jaguar Financial Corp,JFC,52261,YES,V,price/CVE/JFC.V.csv,YES,desc/CVE/JFC.txt
8116,HKG,China Fortune Investments (Holding) Ltd,8116,52265,YES,HK,price/HKG/8116.HK.csv,YES,desc/HKG/8116.txt
DUST,NYSEARCA,Direxion Shares Exchange Traded Fund Trust,DUST,52266,No,,,No,
DUST,STO,Dustin Group AB,DUST,52266,No,,,YES,desc/STO/DUST.txt
DUST,BMV,DIREXION DAILY GOLD MINERS INDEX BEAR 3X SHARES,DUST,52266,No,,,No,
DTC,LON,Datatec Ltd. (UK),DTC,52269,YES,L,price/LON/DTC.L.csv,YES,desc/LON/DTC.txt
DTC,JSE,Datatec Ltd.,DTC,52269,No,,,YES,desc/JSE/DTC.txt
DTC,FRA,"DELTIC TIMBER DL-,01",DTC,52269,YES,F,price/FRA/DTC.F.csv,No,
DTC,BKK,Dusit Thani Public Co Ltd,DTC,52269,No,,,YES,desc/BKK/DTC.txt
NRE,TSE,Namibia Rare Earths Inc,NRE,52273,YES,TO,price/TSE/NRE.TO.csv,YES,desc/TSE/NRE.txt
NRE,FRA,"NOKIAN RENKAAT OYJ EO 0,2",NRE,52273,YES,F,price/FRA/NRE.F.csv,No,
NRE,NYSE,Northstar Realty Europe Corp,NRE,52273,YES,NYSE,price/NYSE/NRE.csv,YES,desc/NYSE/NRE.txt
SIS,TSE,Savaria Corporation,SIS,52279,YES,TO,price/TSE/SIS.TO.csv,YES,desc/TSE/SIS.txt
SIS,INDEXNYSEGIS,S&P COMMODITY TRADING STRATEGY IND SPOT,SIS,52279,No,,,No,
SIS,BIT,Societa Iniziative Autostradali e Servi,SIS,52279,YES,MI,price/BIT/SIS.MI.csv,YES,desc/BIT/SIS.txt
SIS,ETR,First Sensor AG,SIS,52279,YES,DE,price/ETR/SIS.DE.csv,YES,desc/ETR/SIS.txt
SIS,LON,Science in Sport PLC,SIS,52279,YES,L,price/LON/SIS.L.csv,YES,desc/LON/SIS.txt
SIS,FRA,First Sensor AG,SIS,52279,YES,F,price/FRA/SIS.F.csv,YES,desc/FRA/SIS.txt
SIS,BKK,SiS Distribution (Thailand) PCL,SIS,52279,No,,,YES,desc/BKK/SIS.txt
NPS,TSE,Northern Power Systems Corp,NPS,52282,YES,TO,price/TSE/NPS.TO.csv,YES,desc/TSE/NPS.txt
NPS,FRA,NIPPON STEEL+SUMITO.METAL,NPS,52282,YES,F,price/FRA/NPS.F.csv,No,
NHH,ASX,Newhaven Hotels Limited,NHH,52283,No,,,YES,desc/ASX/NHH.txt
NHH,BME,NH Hotel Group SA,NHH,52283,No,,,YES,desc/BME/NHH.txt
NIO,NYSE,Nuveen Municipal Opportunity Fund Inc,NIO,52285,No,,,YES,desc/NYSE/NIO.txt
NIO,CURRENCY,Nicaraguan C??rdoba,NIO,52285,No,,,No,
NIO,TSE,Niocan Inc.,NIO,52285,YES,TO,price/TSE/NIO.TO.csv,YES,desc/TSE/NIO.txt
NIO,ASX,Nickelore Limited,NIO,52285,YES,AX,price/ASX/NIO.AX.csv,YES,desc/ASX/NIO.txt
ALDEV,EPA,Devernois,ALDEV,52293,YES,PA,price/EPA/ALDEV.PA.csv,YES,desc/EPA/ALDEV.txt
1443,TPE,"Lily Textile Co., Ltd.",1443,52302,YES,TW,price/TPE/1443.TW.csv,YES,desc/TPE/1443.txt
1443,HKG,Fulum Group Holdings Ltd,1443,52302,YES,HK,price/HKG/1443.HK.csv,YES,desc/HKG/1443.txt
HCD,FRA,HITACHI CAP.,HCD,52303,YES,F,price/FRA/HCD.F.csv,No,
4640,TYO,"ANDOR Co., Ltd.",4640,52327,No,,,YES,desc/TYO/4640.txt
PBAH,OTCMKTS,PATIO BAHIA INC,PBAH,52333,No,,,No,
PBA,NYSE,Pembina Pipeline Corp,PBA,52335,YES,NYSE,price/NYSE/PBA.csv,YES,desc/NYSE/PBA.txt
PBA,KLSE,PBA Holdings Berhad,PBA,52335,No,,,YES,desc/KLSE/PBA.txt
DWB,ETR,Dinkelacker AG,DWB,52340,YES,DE,price/ETR/DWB.DE.csv,YES,desc/ETR/DWB.txt
DWB,FRA,Dinkelacker AG,DWB,52340,YES,F,price/FRA/DWB.F.csv,YES,desc/FRA/DWB.txt
DAV,LON,Davenham Group Plc,DAV,52342,YES,L,price/LON/DAV.L.csv,YES,desc/LON/DAV.txt
HSL,LON,Henderson Smaller Companies Inv Trst PLC,HSL,52343,YES,L,price/LON/HSL.L.csv,YES,desc/LON/HSL.txt
HSL,KLSE,Hock Seng Lee Bhd,HSL,52343,No,,,YES,desc/KLSE/HSL.txt
HSL,TSE,HORIZONS ACTIVE FLOAT RATE SEN LOAN ETF,HSL,52343,YES,TO,price/TSE/HSL.TO.csv,No,
NOM,NYSE,Nuveen Missouri Quality Municipal Income Fund,NOM,52346,YES,NYSE,price/NYSE/NOM.csv,No,
NOM,BER,Korsair Holdings AG,NOM,52346,No,,,YES,desc/BER/NOM.txt
VTI,NYSEARCA,Vanguard Total Stock Market ETF,VTI,52348,No,,,YES,desc/NYSEARCA/VTI.txt
VTI,CVE,Valdor Technology International Inc.,VTI,52348,YES,V,price/CVE/VTI.V.csv,YES,desc/CVE/VTI.txt
NRT,NYSE,North European Oil Royalty Trust,NRT,52350,YES,NYSE,price/NYSE/NRT.csv,YES,desc/NYSE/NRT.txt
NRT,ASX,Novogen Limited,NRT,52350,YES,AX,price/ASX/NRT.AX.csv,YES,desc/ASX/NRT.txt
NRT,FRA,TERRA NITROGEN COM.UTS,NRT,52350,YES,F,price/FRA/NRT.F.csv,No,
DVB,FRA,DVB Bank SE,DVB,52357,YES,F,price/FRA/DVB.F.csv,YES,desc/FRA/DVB.txt
OCN,NYSE,Ocwen Financial Corp,OCN,52362,YES,NYSE,price/NYSE/OCN.csv,YES,desc/NYSE/OCN.txt
OCN,LON,Ocean Wilsons Holdings Limited,OCN,52362,YES,L,price/LON/OCN.L.csv,YES,desc/LON/OCN.txt
OCN,CVE,Oceanus Resources Corp,OCN,52362,YES,V,price/CVE/OCN.V.csv,YES,desc/CVE/OCN.txt
OCN,FRA,"OMNICOM GRP INC. DL-,15",OCN,52362,YES,F,price/FRA/OCN.F.csv,No,
BUU,FRA,URANIUM EQUITIES LTD,BUU,52363,YES,F,price/FRA/BUU.F.csv,No,
KDS,AMS,Kiadis Pharma NV,KDS,52364,YES,AS,price/AMS/KDS.AS.csv,YES,desc/AMS/KDS.txt
OCA,ASX,Oceania Healthcare Ltd,OCA,52365,YES,AX,price/ASX/OCA.AX.csv,YES,desc/ASX/OCA.txt
OKA,FRA,OKUMURA CORP.,OKA,52378,YES,F,price/FRA/OKA.F.csv,No,
RCH,TSE,Richelieu Hardware Ltd.,RCH,52380,YES,TO,price/TSE/RCH.TO.csv,YES,desc/TSE/RCH.txt
SXI,NYSE,Standex Int'l Corp.,SXI,52383,YES,NYSE,price/NYSE/SXI.csv,YES,desc/NYSE/SXI.txt
SXI,ASX,South East Asia Resources Ltd,SXI,52383,YES,AX,price/ASX/SXI.AX.csv,YES,desc/ASX/SXI.txt
SXI,TSE,Synex International Inc,SXI,52383,YES,TO,price/TSE/SXI.TO.csv,YES,desc/TSE/SXI.txt
CHI,NASDAQ,Calamos Conv. Opptys. & Income Fund,CHI,52385,YES,NASDAQ,price/NASDAQ/CHI.csv,YES,desc/NASDAQ/CHI.txt
DSV,CPH,DSV A/S,DSV,52394,No,,,YES,desc/CPH/DSV.txt
526315,BOM,Divyashakti Granites Ltd,526315,52396,No,,,YES,desc/BOM/526315.txt
5410,TYO,"Godo Steel, Ltd.",5410,52398,No,,,YES,desc/TYO/5410.txt
2710,TYO,CS LOGINET INC.,2710,52402,No,,,YES,desc/TYO/2710.txt
MGK,NYSEARCA,Vanguard World Fund,MGK,52406,No,,,YES,desc/NYSEARCA/MGK.txt
MGK,FRA,"MAGIC SOFTWARE ENT.IS-,01",MGK,52406,YES,F,price/FRA/MGK.F.csv,No,
MGK,BMV,VANGUARD MEGA CAP 300 GROWTH ETF,MGK,52406,No,,,No,
DVI,CVE,DUNNEDIN VENTURES INC,DVI,52410,YES,V,price/CVE/DVI.V.csv,No,
PMR,NYSEARCA,PowerShares Dynamic Retail (ETF),PMR,52411,No,,,YES,desc/NYSEARCA/PMR.txt
PMR,LON,Panmure Gordon & Co. Plc,PMR,52411,YES,L,price/LON/PMR.L.csv,YES,desc/LON/PMR.txt
PMR,CVE,PRIME MERIDIAN RESOURCES CORP.,PMR,52411,YES,V,price/CVE/PMR.V.csv,No,
PAY,NYSE,VeriFone Systems Inc,PAY,52415,YES,NYSE,price/NYSE/PAY.csv,YES,desc/NYSE/PAY.txt
PBM,CVE,Pacific Bay Minerals Ltd,PBM,52417,YES,V,price/CVE/PBM.V.csv,YES,desc/CVE/PBM.txt
2489,TPE,"Amtran Technology Co., Ltd",2489,52418,YES,TW,price/TPE/2489.TW.csv,YES,desc/TPE/2489.txt
2489,TYO,Adways Inc,2489,52418,No,,,YES,desc/TYO/2489.txt
8203,TYO,Mr Max Corp,8203,52424,No,,,YES,desc/TYO/8203.txt
8203,HKG,Kaisun Energy Group Ltd,8203,52424,YES,HK,price/HKG/8203.HK.csv,YES,desc/HKG/8203.txt
4140,TADAWUL,Saudi Industrial Export Company,4140,52428,No,,,YES,desc/TADAWUL/4140.txt
3202,TYO,Daitobo Co Ltd,3202,52433,No,,,YES,desc/TYO/3202.txt
3205,TYO,DAIDOH LIMITED,3205,52436,No,,,YES,desc/TYO/3205.txt
1850,TYO,Nankai Tatsumura Construction Co Ltd,1850,52441,No,,,YES,desc/TYO/1850.txt
