symbol,market,name,origin_name,origin_index,YahooPrice,YahooMarket,YahooPriceFile,GoogleDesc,GoogleDescFile
CFCL,EPA,CFCAL - Banque,CFCL,31618,YES,PA,price/EPA/CFCL.PA.csv,YES,desc/EPA/CFCL.txt
MTF,BME,Martinsa Fadesa SA,MTF,31621,No,,,YES,desc/BME/MTF.txt
MTF,BIT,Mondo TV France SA,MTF,31621,YES,MI,price/BIT/MTF.MI.csv,YES,desc/BIT/MTF.txt
2320,HKG,Hop Fung Group Holdings Ltd,2320,31630,YES,HK,price/HKG/2320.HK.csv,YES,desc/HKG/2320.txt
2320,TADAWUL,Al-Babtain Power & Telecommunication Co.,2320,31630,No,,,YES,desc/TADAWUL/2320.txt
NLD,LON,Nordic Land Plc,NLD,31631,No,,,YES,desc/LON/NLD.txt
OCL,LON,Oakley Capital Investments Limited,OCL,31634,YES,L,price/LON/OCL.L.csv,YES,desc/LON/OCL.txt
OCL,ASX,Objective Corporation Limited,OCL,31634,YES,AX,price/ASX/OCL.AX.csv,YES,desc/ASX/OCL.txt
OCL,NSE,OCL India Limited,OCL,31634,YES,NS,price/NSE/OCL.NS.csv,YES,desc/NSE/OCL.txt
LEF,LON,Ludgate Environmental Fund Limited,LEF,31636,YES,L,price/LON/LEF.L.csv,YES,desc/LON/LEF.txt
AMAN,TLV,Amanet Management & Systems Ltd.,AMAN,31637,YES,TA,price/TLV/AMAN.TA.csv,YES,desc/TLV/AMAN.txt
SPDI,LON,Secure Property Development & Invest PLC,SPDI,31640,YES,L,price/LON/SPDI.L.csv,YES,desc/LON/SPDI.txt
TAW,ASX,Tawana Resources N.L.,TAW,31642,YES,AX,price/ASX/TAW.AX.csv,YES,desc/ASX/TAW.txt
TAW,CVE,Chevrier Metals Corp,TAW,31642,No,,,YES,desc/CVE/TAW.txt
PROG,LON,Pro Global Insurance Solutions PLC,PROG,31643,YES,L,price/LON/PROG.L.csv,YES,desc/LON/PROG.txt
CGN,ASX,Crater Gold Mining Ltd,CGN,31644,YES,AX,price/ASX/CGN.AX.csv,YES,desc/ASX/CGN.txt
CGN,FRA,CIGNA CORP. DL 1,CGN,31644,YES,F,price/FRA/CGN.F.csv,No,
CGN,SGX,Best World International Limited,CGN,31644,No,,,YES,desc/SGX/CGN.txt
KGM,ASX,Kalnorth Gold Mines Ltd,KGM,31646,YES,AX,price/ASX/KGM.AX.csv,YES,desc/ASX/KGM.txt
GALQ,BME,General de Alquiler de Maquinaria SA,GALQ,31651,No,,,YES,desc/BME/GALQ.txt
ULC,ETR,United Labels AG,ULC,31653,YES,DE,price/ETR/ULC.DE.csv,YES,desc/ETR/ULC.txt
ULC,FRA,United Labels AG,ULC,31653,YES,F,price/FRA/ULC.F.csv,YES,desc/FRA/ULC.txt
QIF,LON,Qatar Investment Fund Plc,QIF,31655,YES,L,price/LON/QIF.L.csv,YES,desc/LON/QIF.txt
ALAUP,EPA,Auplata SA,ALAUP,31659,YES,PA,price/EPA/ALAUP.PA.csv,YES,desc/EPA/ALAUP.txt
REDL,OTCMKTS,"Redline Performance Products, Inc.",REDL,31662,No,,,YES,desc/OTCMKTS/REDL.txt
RDL,TSE,Redline Communications Group Inc,RDL,31663,YES,TO,price/TSE/RDL.TO.csv,YES,desc/TSE/RDL.txt
RDL,INDEXNYSEGIS,First Trust Morningstar Dividend Leaders Index ...,RDL,31663,No,,,No,
RDL,WSE,Radpol SA,RDL,31663,No,,,YES,desc/WSE/RDL.txt
PKH,NYSE,Merrill Lynch Depositor Inc Preferred Plus Trus...,PKH,31665,No,,,No,
PKH,JSE,Protech Khuthele Holdings Ltd.,PKH,31665,No,,,YES,desc/JSE/PKH.txt
2338,HKG,Weichai Power Company Limited,2338,31676,YES,HK,price/HKG/2338.HK.csv,YES,desc/HKG/2338.txt
2338,TYO,Fasteps Co Ltd,2338,31676,No,,,YES,desc/TYO/2338.txt
2338,TPE,Taiwan Mask Corporation,2338,31676,YES,TW,price/TPE/2338.TW.csv,YES,desc/TPE/2338.txt
601168,SHA,Western Mining Co Ltd,601168,31677,YES,SS,price/SHA/601168.SS.csv,YES,desc/SHA/601168.txt
RHE,FRA,CANAM COAL CORP.,RHE,31683,No,,,No,
CL7,EPA,AMUNDI ETF COMMO,CL7,31684,No,,,No,
ACW,NYSE,Accuride Corporation,ACW,31686,No,,,YES,desc/NYSE/ACW.txt
ACW,ASX,Actinogen Medical Ltd,ACW,31686,YES,AX,price/ASX/ACW.AX.csv,YES,desc/ASX/ACW.txt
ACW,SGX,Chiwayland International Ltd,ACW,31686,No,,,YES,desc/SGX/ACW.txt
3003,TYO,Hulic Co Ltd,3003,31697,No,,,YES,desc/TYO/3003.txt
