symbol,reason,origin_name,origin_index
TLMF,Just not found,TLMF,8829
TERPEL,Just not found,TERPEL,8857
TEXJ,Just not found,TEXJ,8875
TLFF,Just not found,TLFF,8879
TFISH,Just not found,TFISH,8893
TFB/F,Just not found,TFB/F,8913
KBAN/F,Just not found,KBAN/F,8914
KBANF,Just not found,KBANF,8915
TFREN,Just not found,TFREN,8938
2996,Just not found,2996,8954
7258,Just not found,7258,8988
TAFPS,Just not found,TAFPS,8992
TAFKS,Just not found,TAFKS,8993
TAF1V,Just not found,TAF1V,8995
ZYLDD,Just not found,ZYLDD,8997
AGTDA,Just not found,AGTDA,9038
8547,Just not found,8547,9045
TGCI/F,Just not found,TGCI/F,9052
TWEW,Just not found,TWEW,9077
TRIG.F,Just not found,TRIG.F,9087
TGP/F,Just not found,TGP/F,9099
TVGR,Just not found,TVGR,9105
TAGN,Just not found,TAGN,9120
THT1V,Just not found,THT1V,9135
SOL1V,Just not found,SOL1V,9136
STQ1V,Just not found,STQ1V,9137
THKR,Just not found,THKR,9148
THDV,Just not found,THDV,9150
4223,Just not found,4223,9166
9725,Just not found,9725,9179
TONHUA,Just not found,TONHUA,9184
JDNT,Just not found,JDNT,9210
8034,Just not found,8034,9213
4535,Just not found,4535,9229
THQN B,Just not found,THQN B,9231
THORF,Just not found,THORF,9233
SCRES,Just not found,SCRES,9255
19180,Just not found,19180,9267
TLBY,Just not found,TLBY,9387
TISCOB,Just not found,TISCOB,9413
TIVB,Just not found,TIVB,9423
TTUS,Just not found,TTUS,9429
23020,Just not found,23020,9448
TEJA,Just not found,TEJA,9459
TJT1V,Just not found,TJT1V,9462
WIC1V,Just not found,WIC1V,9463
NICU,Just not found,NICU,9501
6212,Just not found,6212,9507
15890,Just not found,15890,9529
1849,Just not found,1849,9538
8134,Just not found,8134,9566
TKBNK,Just not found,TKBNK,9569
TKEJ,Just not found,TKEJ,9574
TKEB,Just not found,TKEB,9612
TIP/B,Just not found,TIP/B,9630
TLEVIC,Just not found,TLEVIC,9645
TEAR2,Just not found,TEAR2,9678
TLBSFB,Just not found,TLBSFB,9683
TRELB,Just not found,TRELB,9684
LCKR,Just not found,LCKR,9713
TLXA,Just not found,TLXA,9733
11280,Just not found,11280,9741
TIVOBF,Just not found,TIVOBF,9789
TIVOB,Just not found,TIVOB,9790
BMTB,Just not found,BMTB,9798
TMML,Just not found,TMML,9811
9650,Just not found,9650,9837
TMB/F,Just not found,TMB/F,9842
TMB-F,Just not found,TMB-F,9859
8751,Just not found,8751,9880
8752,Just not found,8752,9887
TMKN,Just not found,TMKN,9893
TRK1V,Just not found,TRK1V,9912
TMPA,Just not found,TMPA,9913
tmpa,Just not found,tmpa,9916
TMPAP,Just not found,TMPAP,9917
tmpap,Just not found,tmpap,9920
ARTMB,Just not found,ARTMB,9931
STMB,Just not found,STMB,9947
8765,Just not found,8765,9952
BATI1,Just not found,BATI1,9965
TEC1V,Just not found,TEC1V,10014
MARTBF,Just not found,MARTBF,10027
MARTB,Just not found,MARTB,10028
TNL/F,Just not found,TNL/F,10073
5968,Just not found,5968,10115
BEL1V,Just not found,BEL1V,10117
BTN1V,Just not found,BTN1V,10118
TOBM,Just not found,TOBM,10126
tobm,Just not found,tobm,10127
4518,Just not found,4518,10131
5213,Just not found,5213,10135
3403,Just not found,3403,10147
TPSL,Just not found,TPSL,10163
4225,Just not found,4225,10203
TMPG,Just not found,TMPG,10222
3517,Just not found,3517,10229
TRCORP,Just not found,TRCORP,10233
TPC/F,Just not found,TPC/F,10260
TOUP.F,Just not found,TOUP.F,10268
TPNG-R,Just not found,TPNG-R,10282
9038,Just not found,9038,10321
9954,Just not found,9954,10333
TIBS,Just not found,TIBS,10337
WTV,Just not found,WTV,10350
5728,Just not found,5728,10358
HMSG,Just not found,HMSG,10382
TKG.SJ,Just not found,TKG.SJ,10386
ONONO/,Just not found,ONONO/,10410
ONONO,Just not found,ONONO,10411
TREMEC,Just not found,TREMEC,10438
TFFD,Just not found,TFFD,10441
TRYGBF,Just not found,TRYGBF,10443
TRYGB,Just not found,TRYGB,10444
TRUEIF,Just not found,TRUEIF,10490
TOTG,Just not found,TOTG,10509
4086,Just not found,4086,10521
MOY/B,Just not found,MOY/B,10528
8534,Just not found,8534,10531
TNSL,Just not found,TNSL,10545
1790,Just not found,1790,10551
2650,Just not found,2650,10598
9727,Just not found,9727,10611
TTEH,Just not found,TTEH,10622
TTEBS,Just not found,TTEBS,10624
RROSF,Just not found,RROSF,10633
THTB,Just not found,THTB,10646
THTA,Just not found,THTA,10647
6427,Just not found,6427,10650
TTLS,Just not found,TTLS,10657
METBS,Just not found,METBS,10661
WRTBV,Just not found,WRTBV,10662
TTNT,Just not found,TTNT,10691
6374,Just not found,6374,10718
7573,Just not found,7573,10735
TURP,Just not found,TURP,10740
TURCS,Just not found,TURCS,10748
TULN,Just not found,TULN,10755
NEDFI,Just not found,NEDFI,10758
TUNEIN,Just not found,TUNEIN,10791
TUPCO,Just not found,TUPCO,10799
3881,Just not found,3881,10803
TUNTEX,Just not found,TUNTEX,10806
SUPD,Just not found,SUPD,10809
TAURB,Just not found,TAURB,10814
TAUR B,Just not found,TAUR B,10818
58820,Just not found,58820,10822
TRANSV,Just not found,TRANSV,10825
5286,Just not found,5286,10832
TVAZTC,Just not found,TVAZTC,10850
TVAM,Just not found,TVAM,10886
AIFF,Just not found,AIFF,10910
TWC/F,Just not found,TWC/F,10913
76090,Just not found,76090,10917
T06,Just not found,T06,10920
TWRD/F,Just not found,TWRD/F,10927
LRH/F,Just not found,LRH/F,10929
TWP/F,Just not found,TWP/F,11021
8834,Just not found,8834,11045
THECO,Just not found,THECO,11081
TLMXB2,Just not found,TLMXB2,11088
8540,Just not found,8540,11113
2725,Just not found,2725,11123
PFDAVV,Just not found,PFDAVV,11134
14900,Just not found,14900,11151
TMF/F,Just not found,TMF/F,11155
TXTN,Just not found,TXTN,11157
DOMZ,Just not found,DOMZ,11162
TEL1V,Just not found,TEL1V,11184
5808,Just not found,5808,11187
TEIC,Just not found,TEIC,11205
1855,Just not found,1855,11217
TUTE$,Just not found,TUTE$,11250
TAJO,Just not found,TAJO,11259
5937,Just not found,5937,11278
14910,Just not found,14910,11309
BEZ3,Just not found,BEZ3,11327
TEU3,Just not found,TEU3,11341
2570,Just not found,2570,11348
TEZSN,Just not found,TEZSN,11359
CMLOJ,Just not found,CMLOJ,11360
TWRREI,Just not found,TWRREI,11364
18000,Just not found,18000,11398
UNCB-B,Just not found,UNCB-B,11402
HMON,Just not found,HMON,11407
SNEC,Just not found,SNEC,11409
CFLI,Just not found,CFLI,11418
5512,Just not found,5512,11429
41910,Just not found,41910,11449
MLLCG,Just not found,MLLCG,11452
6148,Just not found,6148,11455
9897,Just not found,9897,11459
6389,Just not found,6389,11465
2571,Just not found,2571,11466
HFISK,Just not found,HFISK,11470
UBIS.T,Just not found,UBIS.T,11471
MLCAP,Just not found,MLCAP,11473
EQLS,Just not found,EQLS,11479
BPCC,Just not found,BPCC,11511
6795,Just not found,6795,11518
NISW,Just not found,NISW,11538
65530,Just not found,65530,11569
BCMCA,Just not found,BCMCA,11581
APTR,Just not found,APTR,11584
SUBA3,Just not found,SUBA3,11589
NXTL,Just not found,NXTL,11601
GRHN,Just not found,GRHN,11605
EDRILL,Just not found,EDRILL,11606
UZEL,Just not found,UZEL,11607
UNEFON,Just not found,UNEFON,11610
26040,Just not found,26040,11613
HALONI,Just not found,HALONI,11616
EXRE,Just not found,EXRE,11618
UNTAR,Just not found,UNTAR,11621
UKIM,Just not found,UKIM,11623
79810,Just not found,79810,11638
84180,Just not found,84180,11665
PGOK,Just not found,PGOK,11670
SNGM,Just not found,SNGM,11679
8621,Just not found,8621,11687
4622,Just not found,4622,11690
9844,Just not found,9844,11692
9859,Just not found,9859,11696
SBRO,Just not found,SBRO,11707
MCCE,Just not found,MCCE,11713
CTAX4,Just not found,CTAX4,11718
PMNG,Just not found,PMNG,11720
AZOP,Just not found,AZOP,11729
MLREF,Just not found,MLREF,11741
ALREF,Just not found,ALREF,11742
DSIL,Just not found,DSIL,11754
UNAF,Just not found,UNAF,11759
14830,Just not found,14830,11785
MVK,Just not found,MVK,11790
SDNK,Just not found,SDNK,11799
66350,Just not found,66350,11806
ULTC,Just not found,ULTC,11815
UTCEM,Just not found,UTCEM,11817
BAVL,Just not found,BAVL,11851
72130,Just not found,72130,11857
MZRH,Just not found,MZRH,11876
ULEN,Just not found,ULEN,11881
ulen,Just not found,ulen,11883
AHZDA,Just not found,AHZDA,11923
AZST,Just not found,AZST,11928
HCCO,Just not found,HCCO,11937
5KX,Just not found,5KX,11942
RAKCEC,Just not found,RAKCEC,11955
NFMF,Just not found,NFMF,11956
QCPO,Just not found,QCPO,11962
8629,Just not found,8629,11969
USCOMB,Just not found,USCOMB,11979
3152,Just not found,3152,11987
IMCDA,Just not found,IMCDA,11993
UTP.GR,Just not found,UTP.GR,11997
UCJ,Just not found,UCJ,12005
ARHE,Just not found,ARHE,12014
MOIB,Just not found,MOIB,12017
moib,Just not found,moib,12018
ATTOF,Just not found,ATTOF,12024
RJEX,Just not found,RJEX,12027
UFLXB,Just not found,UFLXB,12037
S2Y,Just not found,S2Y,12040
POSD,Just not found,POSD,12059
BAYANI,Just not found,BAYANI,12068
UADH,Just not found,UADH,12078
7120,Just not found,7120,12083
UAF/F,Just not found,UAF/F,12088
JEEZAN,Just not found,JEEZAN,12094
MARKAZ,Just not found,MARKAZ,12099
MABANE,Just not found,MABANE,12106
NICBM,Just not found,NICBM,12109
ARWDC,Just not found,ARWDC,12116
URBB,Just not found,URBB,12124
8435,Just not found,8435,12141
7495,Just not found,7495,12155
UBMG,Just not found,UBMG,12167
UNBM,Just not found,UNBM,12169
UNBKCF,Just not found,UNBKCF,12181
UNBKA,Just not found,UNBKA,12182
MTABV,Just not found,MTABV,12183
MTAAV,Just not found,MTAAV,12184
MTA1V,Just not found,MTA1V,12185
3452.T,Just not found,3452.T,12190
UBBN,Just not found,UBBN,12195
BUCO,Just not found,BUCO,12197
IKTIN,Just not found,IKTIN,12206
IHLBL,Just not found,IHLBL,12209
HORL,Just not found,HORL,12216
DOVUHL,Just not found,DOVUHL,12217
5DOV,Just not found,5DOV,12219
PETHL,Just not found,PETHL,12226
6S7,Just not found,6S7,12227
IRAQHO,Just not found,IRAQHO,12239
QURAIN,Just not found,QURAIN,12240
7569,Just not found,7569,12251
UCBB,Just not found,UCBB,12268
UCS@SJ,Just not found,UCS@SJ,12293
UCOT,Just not found,UCOT,12311
SHMR,Just not found,SHMR,12314
OCDI,Just not found,OCDI,12333
KMEB,Just not found,KMEB,12344
NTCPH,Just not found,NTCPH,12351
UDME,Just not found,UDME,12357
AOFS,Just not found,AOFS,12359
ALSTA,Just not found,ALSTA,12362
FZLES,Just not found,FZLES,12364
4F6,Just not found,4F6,12365
NEFTHL,Just not found,NEFTHL,12394
5L3,Just not found,5L3,12396
SOFBT,Just not found,SOFBT,12401
3JU,Just not found,3JU,12403
UNITBF,Just not found,UNITBF,12405
ORGH,Just not found,ORGH,12407
AUDVB,Just not found,AUDVB,12409
GRLW,Just not found,GRLW,12412
3JL,Just not found,3JL,12455
5342,Just not found,5342,12478
TSOUK,Just not found,TSOUK,12483
PPAK,Just not found,PPAK,12484
MEVA,Just not found,MEVA,12485
2422,Just not found,2422,12487
SPZN,Just not found,SPZN,12491
BHKI,Just not found,BHKI,12497
SIHC,Just not found,SIHC,12502
UFNC,Just not found,UFNC,12508
UFBL,Just not found,UFBL,12512
UF/F,Just not found,UF/F,12517
VARG,Just not found,VARG,12559
AKRIT,Just not found,AKRIT,12563
VARNH,Just not found,VARNH,12564
UFIN,Just not found,UFIN,12570
KMOL,Just not found,KMOL,12574
HKRAN,Just not found,HKRAN,12575
EVROF,Just not found,EVROF,12577
KEPEN,Just not found,KEPEN,12578
ASEH,Just not found,ASEH,12581
AURG,Just not found,AURG,12585
MCPT,Just not found,MCPT,12595
UGF,Just not found,UGF,12597
ROSN.L,Just not found,ROSN.L,12606
UGBK,Just not found,UGBK,12612
NREK,Just not found,NREK,12614
TAMK,Just not found,TAMK,12620
VELL,Just not found,VELL,12623
KTIN,Just not found,KTIN,12632
SBEN,Just not found,SBEN,12656
SOGP,Just not found,SOGP,12665
PIRL,Just not found,PIRL,12677
IBRET,Just not found,IBRET,12678
STOREO,Just not found,STOREO,12680
ALN1V,Just not found,ALN1V,12682
SITT,Just not found,SITT,12689
PEDC,Just not found,PEDC,12691
QFMD,Just not found,QFMD,12700
ZHCD,Just not found,ZHCD,12701
QFLS,Just not found,QFLS,12704
MLSTS,Just not found,MLSTS,12707
VOSYS,Just not found,VOSYS,12714
OLTH,Just not found,OLTH,12717
QGTS,Just not found,QGTS,12721
QMLS,Just not found,QMLS,12727
WDAM,Just not found,WDAM,12728
QTIS,Just not found,QTIS,12729
QNNS,Just not found,QNNS,12732
QIMD,Just not found,QIMD,12733
CMCH,Just not found,CMCH,12737
DTKL,Just not found,DTKL,12739
HYNSY,Just not found,HYNSY,12749
EIE3,Just not found,EIE3,12763
STAREI,Just not found,STAREI,12767
YTLREI,Just not found,YTLREI,12768
UIEP,Just not found,UIEP,12781
RVSBG,Just not found,RVSBG,12792
SOAG,Just not found,SOAG,12794
INKU,Just not found,INKU,12805
DUFB11,Just not found,DUFB11,12838
UIVN,Just not found,UIVN,12847
KVD1R,Just not found,KVD1R,12865
BG1A,Just not found,BG1A,12876
10040,Just not found,10040,12907
75970,Just not found,75970,12911
L3V,Just not found,L3V,12925
UNPZ,Just not found,UNPZ,12936
7436,Just not found,7436,12942
84010,Just not found,84010,12960
SMR1R,Just not found,SMR1R,12970
RSP1R,Just not found,RSP1R,12973
RSA1R,Just not found,RSA1R,12977
12340,Just not found,12340,12986
PLS1R,Just not found,PLS1R,12989
ROE1R,Just not found,ROE1R,12990
PAPCO,Just not found,PAPCO,12995
RKWC,Just not found,RKWC,12996
EKHOLD,Just not found,EKHOLD,12999
BKIKWT,Just not found,BKIKWT,13002
TAMEER,Just not found,TAMEER,13003
MAAMOU,Just not found,MAAMOU,13006
MAAMOU,Just not found,MAAMOU,13007
8569,Just not found,8569,13009
15390,Just not found,15390,13019
AIAS,Just not found,AIAS,13048
NUNZ,Just not found,NUNZ,13093
UNBE,Just not found,UNBE,13108
UMAR,Just not found,UMAR,13112
FUM1V,Just not found,FUM1V,13114
UMEME,Just not found,UMEME,13123
MPOW,Just not found,MPOW,13133
54540,Just not found,54540,13141
UMI/F,Just not found,UMI/F,13162
UMWH,Just not found,UMWH,13174
BAUMV,Just not found,BAUMV,13179
LETB,Just not found,LETB,13181
EDHB,Just not found,EDHB,13182
UCN,Just not found,UCN,13195
UNF@SJ,Just not found,UNF@SJ,13199
U4AGR,Just not found,U4AGR,13213
UDRU,Just not found,UDRU,13225
UCOM,Just not found,UCOM,13258
UNWS,Just not found,UNWS,13267
UBAU,Just not found,UBAU,13292
UNBB,Just not found,UNBB,13295
82660,Just not found,82660,13301
OGKE,Just not found,OGKE,13320
UOBF,Just not found,UOBF,13323
UOG,Just not found,UOG,13332
DRCB,Just not found,DRCB,13353
DURCB,Just not found,DURCB,13354
UOT,Just not found,UOT,13358
LIACS,Just not found,LIACS,13366
UPMC,Just not found,UPMC,13371
4646,Just not found,4646,13377
4648,Just not found,4648,13385
43340,Just not found,43340,13405
YHTR,Just not found,YHTR,13419
UPBR,Just not found,UPBR,13420
F18,Just not found,F18,13437
CARFA,Just not found,CARFA,13446
VIRDA,Just not found,VIRDA,13449
AIUI,Just not found,AIUI,13455
2094,Just not found,2094,13456
SIUDA,Just not found,SIUDA,13459
27830,Just not found,27830,13470
2093,Just not found,2093,13475
74610,Just not found,74610,13477
UDCD,Just not found,UDCD,13479
UR0,Just not found,UR0,13493
URM,Just not found,URM,13494
RITK,Just not found,RITK,13497
FOJE,Just not found,FOJE,13523
UROB,Just not found,UROB,13537
5350,Just not found,5350,13558
92200,Just not found,92200,13578
95500,Just not found,95500,13599
93640,Just not found,93640,13617
36200,Just not found,36200,13632
UGOZ,Just not found,UGOZ,13637
UGOZN,Just not found,UGOZN,13639
UGON,Just not found,UGON,13640
UHCN,Just not found,UHCN,13641
UCAK,Just not found,UCAK,13654
OVD,Just not found,OVD,13687
5415,Just not found,5415,13691
BIONOR,Just not found,BIONOR,13696
TANM,Just not found,TANM,13705
UFRB,Just not found,UFRB,13722
FNET,Just not found,FNET,13756
SLSM,Just not found,SLSM,13760
MNPS,Just not found,MNPS,13767
KUGR,Just not found,KUGR,13774
73930,Just not found,73930,13781
UZBA,Just not found,UZBA,13783
DNII,Just not found,DNII,13785
927,Just not found,927,13786
EDROF,Just not found,EDROF,13792
EDRP,Just not found,EDRP,13794
88980,Just not found,88980,13811
UUF,Just not found,UUF,13828
2173Z,Just not found,2173Z,13829
LGREBF,Just not found,LGREBF,13832
LGREB,Just not found,LGREB,13833
SJSM,Just not found,SJSM,13860
2578,Just not found,2578,13865
SOKOUK,Just not found,SOKOUK,13869
JEEMA,Just not found,JEEMA,13876
JI4,Just not found,JI4,13880
ASCANA,Just not found,ASCANA,13881
UVK,Just not found,UVK,13894
FOLU,Just not found,FOLU,13898
4903,Just not found,4903,13905
ALT1L,Just not found,ALT1L,13909
MTHA,Just not found,MTHA,13911
HBWO,Just not found,HBWO,13946
UADI,Just not found,UADI,13973
DMHL,Just not found,DMHL,13975
2575,Just not found,2575,13978
2574,Just not found,2574,13979
ALSAFA,Just not found,ALSAFA,13992
NLAI,Just not found,NLAI,14006
EVNYO,Just not found,EVNYO,14015
HDHOL,Just not found,HDHOL,14016
LTHOL,Just not found,LTHOL,14018
NORGAN,Just not found,NORGAN,14020
KLCCB,Just not found,KLCCB,14039
94970,Just not found,94970,14045
CTUL,Just not found,CTUL,14051
ICEF,Just not found,ICEF,14068
AVDK,Just not found,AVDK,14069
RNSS,Just not found,RNSS,14089
RLIN,Just not found,RLIN,14092
49470,Just not found,49470,14102
RTM2,Just not found,RTM2,14127
RTM3,Just not found,RTM3,14128
53810,Just not found,53810,14152
NMRP,Just not found,NMRP,14166
SBDB,Just not found,SBDB,14176
NOTAB,Just not found,NOTAB,14182
GUAVA,Just not found,GUAVA,14184
NBOOST,Just not found,NBOOST,14186
2577,Just not found,2577,14190
MUTT,Just not found,MUTT,14192
MWIDE,Just not found,MWIDE,14194
2576,Just not found,2576,14205
LUBKER,Just not found,LUBKER,14208
23910,Just not found,23910,14210
SVS/U,Just not found,SVS/U,14228
926,Just not found,926,14232
33100,Just not found,33100,14246
54620,Just not found,54620,14259
BATK,Just not found,BATK,14274
46940,Just not found,46940,14289
RNNA,Just not found,RNNA,14293
67900,Just not found,67900,14296
MGSV,Just not found,MGSV,14302
2306,Just not found,2306,14306
1796,Just not found,1796,14308
6483,Just not found,6483,14318
9988,Just not found,9988,14319
7411,Just not found,7411,14321
9617,Just not found,9617,14322
MTMD,Just not found,MTMD,14328
COURTS,Just not found,COURTS,14331
4759,Just not found,4759,14353
ECWL,Just not found,ECWL,14358
L1N,Just not found,L1N,14359
IMLK,Just not found,IMLK,14362
VWSP,Just not found,VWSP,14364
VARYO,Just not found,VARYO,14369
5613,Just not found,5613,14381
5661,Just not found,5661,14382
PSEN,Just not found,PSEN,14392
GIAB,Just not found,GIAB,14396
88790,Just not found,88790,14402
SBMH,Just not found,SBMH,14411
MDHPJ,Just not found,MDHPJ,14422
65450,Just not found,65450,14439
COBS,Just not found,COBS,14454
KUAB,Just not found,KUAB,14463
KURASI,Just not found,KURASI,14466
MIEN,Just not found,MIEN,14476
36010,Just not found,36010,14485
MTRK,Just not found,MTRK,14508
SUMITP,Just not found,SUMITP,14527
2582,Just not found,2582,14530
GVES,Just not found,GVES,14546
PLHH,Just not found,PLHH,14558
61250,Just not found,61250,14567
6S6,Just not found,6S6,14577
SO5,Just not found,SO5,14579
JHPL,Just not found,JHPL,14594
JPVL,Just not found,JPVL,14595
KRAZ,Just not found,KRAZ,14604
VMOB,Just not found,VMOB,14606
GNPPEN,Just not found,GNPPEN,14611
TVRE,Just not found,TVRE,14621
TLEN,Just not found,TLEN,14626
2580,Just not found,2580,14631
CTCF,Just not found,CTCF,14654
VJTX,Just not found,VJTX,14657
ADRSPA,Just not found,ADRSPA,14667
ADRS-P,Just not found,ADRS-P,14668
ADRS-R,Just not found,ADRS-R,14669
FLBAF,Just not found,FLBAF,14676
OPWAF,Just not found,OPWAF,14677
ENHB,Just not found,ENHB,14686
ZFER,Just not found,ZFER,14695
ASON,Just not found,ASON,14700
BLSTR,Just not found,BLSTR,14709
TAMINV,Just not found,TAMINV,14717
DWAY,Just not found,DWAY,14722
DICL,Just not found,DICL,14728
RZEN,Just not found,RZEN,14739
MREN,Just not found,MREN,14749
MDVDO,Just not found,MDVDO,14750
MVLI,Just not found,MVLI,14751
MVLIND,Just not found,MVLIND,14753
VAKY,Just not found,VAKY,14756
VKFYT,Just not found,VKFYT,14757
VKBYO,Just not found,VKBYO,14760
VAMSA,Just not found,VAMSA,14774
82210,Just not found,82210,14785
ADNIC,Just not found,ADNIC,14800
KRNF,Just not found,KRNF,14801
krnf,Just not found,krnf,14804
QCEM,Just not found,QCEM,14805
DIMVA,Just not found,DIMVA,14815
OBIN,Just not found,OBIN,14817
TOKL,Just not found,TOKL,14821
LEKZ,Just not found,LEKZ,14842
JMBDA,Just not found,JMBDA,14844
8942,Just not found,8942,14850
80220,Just not found,80220,14852
VPSH,Just not found,VPSH,14870
VSKI,Just not found,VSKI,14871
SMOE,Just not found,SMOE,14873
60910,Just not found,60910,14889
SUT1V,Just not found,SUT1V,14900
SRVC-P,Just not found,SRVC-P,14903
DOEN,Just not found,DOEN,14925
7770,Just not found,7770,14927
OMNG,Just not found,OMNG,14934
SOMS,Just not found,SOMS,14938
WNN,Just not found,WNN,14946
13030,Just not found,13030,14947
IGFL,Just not found,IGFL,14972
1794,Just not found,1794,14983
6906,Just not found,6906,14985
VLSS,Just not found,VLSS,14989
VALBAV,Just not found,VALBAV,15003
VAGR,Just not found,VAGR,15020
VARDIA,Just not found,VARDIA,15060
SACCO,Just not found,SACCO,15099
BLAG,Just not found,BLAG,15107
VBWH,Just not found,VBWH,15109
VBBBF,Just not found,VBBBF,15121
VBBB,Just not found,VBBB,15122
KAUP,Just not found,KAUP,15127
ALPTH,Just not found,ALPTH,15151
VBRO,Just not found,VBRO,15171
PUKC,Just not found,PUKC,15177
MWJ,Just not found,MWJ,15186
VJI,Just not found,VJI,15187
VCW,Just not found,VCW,15194
6792,Just not found,6792,15237
NLX,Just not found,NLX,15259
ZENZ,Just not found,ZENZ,15287
CFR:CI,Just not found,CFR:CI,15303
VDHN,Just not found,VDHN,15319
VEDR,Just not found,VEDR,15321
VDOR,Just not found,VDOR,15322
2129,Just not found,2129,15326
NMOS,Just not found,NMOS,15330
VDO3,Just not found,VDO3,15337
VNDX,Just not found,VNDX,15358
VEP,Just not found,VEP,15365
VOE3,Just not found,VOE3,15371
TLNL,Just not found,TLNL,15373
VNFT,Just not found,VNFT,15374
VCM/2,Just not found,VCM/2,15389
VCM/1,Just not found,VCM/1,15392
VCM.1,Just not found,VCM.1,15394
SCDV,Just not found,SCDV,15396
MAYADE,Just not found,MAYADE,15405
VNP/B,Just not found,VNP/B,15421
VNP/A,Just not found,VNP/A,15423
VMWV,Just not found,VMWV,15427
VEIT,Just not found,VEIT,15429
VEMF S,Just not found,VEMF S,15430
5460,Just not found,5460,15434
94850,Just not found,94850,15441
VETZ,Just not found,VETZ,15447
VEW,Just not found,VEW,15460
ADML,Just not found,ADML,15468
FREESO,Just not found,FREESO,15475
4IG,Just not found,4IG,15476
5710,Just not found,5710,15480
PHYLAX,Just not found,PHYLAX,15485
OPIMUS,Just not found,OPIMUS,15487
CLRK,Just not found,CLRK,15491
DCKI,Just not found,DCKI,15523
GZPR,Just not found,GZPR,15525
gzpr,Just not found,gzpr,15527
VNCH,Just not found,VNCH,15539
7882,Just not found,7882,15553
1044Q,Just not found,1044Q,15566
37150,Just not found,37150,15580
VIGN,Just not found,VIGN,15582
VGDK,Just not found,VGDK,15592
VHDR,Just not found,VHDR,15635
VHE,Just not found,VHE,15636
BMHB,Just not found,BMHB,15644
VHSN,Just not found,VHSN,15659
JBERGE,Just not found,JBERGE,15668
VNU1T,Just not found,VNU1T,15674
VSN1T,Just not found,VSN1T,15676
10367,Just not found,10367,15679
VIG1L,Just not found,VIG1L,15680
LPGR,Just not found,LPGR,15684
SJPT,Just not found,SJPT,15692
DJMN,Just not found,DJMN,15695
UIBN,Just not found,UIBN,15703
VMPS,Just not found,VMPS,15716
VINCIT,Just not found,VINCIT,15747
LNKZ,Just not found,LNKZ,15749
FEMSUB,Just not found,FEMSUB,15755
VISTIN,Just not found,VISTIN,15761
8866,Just not found,8866,15805
TAMWEE,Just not found,TAMWEE,15817
ALABDU,Just not found,ALABDU,15839
RNHSP,Just not found,RNHSP,15853
17480,Just not found,17480,15855
MLA2M,Just not found,MLA2M,15856
FSLT,Just not found,FSLT,15861
4944,Just not found,4944,15868
34590,Just not found,34590,15876
HTPL,Just not found,HTPL,15884
UNBN,Just not found,UNBN,15886
ENHL,Just not found,ENHL,15893
NORK,Just not found,NORK,15936
VKFRS,Just not found,VKFRS,15942
VBKW,Just not found,VBKW,15947
VKFT,Just not found,VKFT,15949
VIKAY,Just not found,VIKAY,15953
5425,Just not found,5425,15970
CCNB,Just not found,CCNB,15985
VILZ,Just not found,VILZ,16030
VAABA,Just not found,VAABA,16035
MEO1V,Just not found,MEO1V,16036
YVL,Just not found,YVL,16050
C2O,Just not found,C2O,16062
5FD,Just not found,5FD,16063
VOLVFB,Just not found,VOLVFB,16068
VOLVB,Just not found,VOLVB,16069
VILZ,Just not found,VILZ,16080
JOTF,Just not found,JOTF,16086
CUM1V,Just not found,CUM1V,16098
CVM1V,Just not found,CVM1V,16099
VMFN,Just not found,VMFN,16124
AQUACH,Just not found,AQUACH,16135
VMMA,Just not found,VMMA,16146
ISPH,Just not found,ISPH,16153
VMON,Just not found,VMON,16167
HVTR,Just not found,HVTR,16194
TRCU,Just not found,TRCU,16203
NSWH,Just not found,NSWH,16215
VDH,Just not found,VDH,16225
ITRR,Just not found,ITRR,16226
VNIPP,Just not found,VNIPP,16231
vnipp,Just not found,vnipp,16232
2584,Just not found,2584,16234
GRYFO,Just not found,GRYFO,16247
VOTB,Just not found,VOTB,16253
VNUN,Just not found,VNUN,16270
VNUA,Just not found,VNUA,16272
OMGR,Just not found,OMGR,16287
VOLCAB,Just not found,VOLCAB,16306
FPFT,Just not found,FPFT,16310
MLMUR,Just not found,MLMUR,16322
OEVAGP,Just not found,OEVAGP,16325
VSTNC,Just not found,VSTNC,16331
ROLZ,Just not found,ROLZ,16337
VOJB,Just not found,VOJB,16353
SKAKOI,Just not found,SKAKOI,16354
PPHN,Just not found,PPHN,16356
NOCC,Just not found,NOCC,16394
VPTA4,Just not found,VPTA4,16400
VPBZ,Just not found,VPBZ,16417
GOZFN,Just not found,GOZFN,16434
2585,Just not found,2585,16440
19440,Just not found,19440,16446
JAEREN,Just not found,JAEREN,16462
SAPTCO,Just not found,SAPTCO,16470
TAWUNI,Just not found,TAWUNI,16481
CECON,Just not found,CECON,16490
JDBARA,Just not found,JDBARA,16492
JDBA-R,Just not found,JDBA-R,16493
DLKVRA,Just not found,DLKVRA,16506
DLKV-R,Just not found,DLKV-R,16507
ENBD,Just not found,ENBD,16510
INARA,Just not found,INARA,16514
4533,Just not found,4533,16542
UCFI,Just not found,UCFI,16561
84110,Just not found,84110,16570
4946,Just not found,4946,16575
TIDK,Just not found,TIDK,16577
CUBK,Just not found,CUBK,16598
OEEW,Just not found,OEEW,16605
UBEE,Just not found,UBEE,16607
