symbol,reason,origin_name,origin_index
PVSJ,Just not found,PVSJ,34265
SGOK,Just not found,SGOK,34267
XSBP,Just not found,XSBP,34278
PEKAO,Just not found,PEKAO,34284
PEO,Just not found,PEO,34285
PLIAA,Just not found,PLIAA,34289
PLVARA,Just not found,PLVARA,34290
PODRA,Just not found,PODRA,34291
PODRRA,Just not found,PODRRA,34292
PODR-R,Just not found,PODR-R,34293
PPLAST,Just not found,PPLAST,34303
POLIF,Just not found,POLIF,34311
POLF,Just not found,POLF,34316
PGAZ,Just not found,PGAZ,34319
CSOPN,Just not found,CSOPN,34327
PLZV,Just not found,PLZV,34328
PRZP,Just not found,PRZP,34334
PRZTP,Just not found,PRZTP,34338
PPWK,Just not found,PPWK,34340
LRK,Just not found,LRK,34345
PDVT,Just not found,PDVT,34346
BAAPVT,Just not found,BAAPVT,34349
POLIFW,Just not found,POLIFW,34351
3720,Just not found,3720,34384
RIBARA,Just not found,RIBARA,34442
RIVPA,Just not found,RIVPA,34443
RIVPRA,Just not found,RIVPRA,34447
RIVP-R,Just not found,RIVP-R,34450
10037,Just not found,10037,34451
PIVRD,Just not found,PIVRD,34475
RIF,Just not found,RIF,34478
RKKZ,Just not found,RKKZ,34486
ROLIX,Just not found,ROLIX,34488
REMAK,Just not found,REMAK,34491
RAFO,Just not found,RAFO,34494
IM7,Just not found,IM7,34501
PSA2,Just not found,PSA2,34511
SOFTBK,Just not found,SOFTBK,34516
10045,Just not found,10045,34521
10927,Just not found,10927,34522
SBERP0,Just not found,SBERP0,34539
SBERP,Just not found,SBERP,34540
SSZL,Just not found,SSZL,34548
SKBH,Just not found,SKBH,34552
SCOOPT,Just not found,SCOOPT,34554
SVDL,Just not found,SVDL,34559
SLVFAR,Just not found,SLVFAR,34561
SOPRON,Just not found,SOPRON,34571
STOML,Just not found,STOML,34585
SOKOL,Just not found,SOKOL,34599
SAPAZ,Just not found,SAPAZ,34601
SKODA,Just not found,SKODA,34606
SKDZ,Just not found,SKDZ,34608
STALX,Just not found,STALX,34609
SKLOU,Just not found,SKLOU,34612
SVIT,Just not found,SVIT,34613
SWARZ,Just not found,SWARZ,34614
ATVP,Just not found,ATVP,34618
SETUZA,Just not found,SETUZA,34623
TITASZ,Just not found,TITASZ,34628
TCRG,Just not found,TCRG,34629
DBRL,Just not found,DBRL,34631
BAATAB,Just not found,BAATAB,34656
THERMA,Just not found,THERMA,34681
1PLS01,Just not found,1PLS01,34684
SPTT,Just not found,SPTT,34692
BAATEL,Just not found,BAATEL,34697
TNNP,Just not found,TNNP,34701
TOMG$,Just not found,TOMG$,34709
TONSIL,Just not found,TONSIL,34710
5450,Just not found,5450,34719
TEPTR,Just not found,TEPTR,34722
TRZEL,Just not found,TRZEL,34735
MIGT,Just not found,MIGT,34740
UNIBD,Just not found,UNIBD,34756
UNIBUD,Just not found,UNIBUD,34757
SKUH,Just not found,SKUH,34765
ASTH,Just not found,ASTH,34767
SKU1T,Just not found,SKU1T,34771
UDMN$,Just not found,UDMN$,34775
UDMN,Just not found,UDMN,34776
ALGFT,Just not found,ALGFT,34785
GFMN,Just not found,GFMN,34799
VAB1,Just not found,VAB1,34808
VABAK1,Just not found,VABAK1,34809
VABAR1,Just not found,VABAR1,34810
PVALTO,Just not found,PVALTO,34825
1VUB02,Just not found,1VUB02,34829
VYEN,Just not found,VYEN,34836
VAHO,Just not found,VAHO,34840
VJSP,Just not found,VJSP,34846
SVIC$,Just not found,SVIC$,34847
10134,Just not found,10134,34850
LIMS,Just not found,LIMS,34858
VDSP,Just not found,VDSP,34861
VTSO,Just not found,VTSO,34862
NVNR,Just not found,NVNR,34863
VLEW,Just not found,VLEW,34869
UNSDA,Just not found,UNSDA,34876
NVL,Just not found,NVL,34878
EYAS,Just not found,EYAS,34882
ALARKA,Just not found,ALARKA,34885
ECOBAN,Just not found,ECOBAN,34888
4250:A,Just not found,4250:A,34889
HAACO,Just not found,HAACO,34892
WARTA,Just not found,WARTA,34895
ADPLRA,Just not found,ADPLRA,34899
ADPL-R,Just not found,ADPL-R,34900
WEDEL,Just not found,WEDEL,34905
92230,Just not found,92230,34909
AGAMIT,Just not found,AGAMIT,34912
WKSM,Just not found,WKSM,34918
6657,Just not found,6657,34924
DZLH,Just not found,DZLH,34929
BQS,Just not found,BQS,34936
PINDB,Just not found,PINDB,34946
WOLCZ,Just not found,WOLCZ,34947
ONT.LN,Just not found,ONT.LN,34951
3151,Just not found,3151,34955
3635,Just not found,3635,34959
NOET,Just not found,NOET,34965
6231,Just not found,6231,34971
2211,Just not found,2211,34973
ROFU,Just not found,ROFU,34981
WHUR,Just not found,WHUR,34982
97780,Just not found,97780,34986
UESD,Just not found,UESD,34998
SEPAP,Just not found,SEPAP,34999
TLSG,Just not found,TLSG,35005
MLVET.,Just not found,MLVET.,35006
MLVET,Just not found,MLVET,35007
78020,Just not found,78020,35011
3340,Just not found,3340,35028
8931,Just not found,8931,35031
MASSY,Just not found,MASSY,35041
3749,Just not found,3749,35079
YFGA$,Just not found,YFGA$,35080
AMBL,Just not found,AMBL,35081
ZIVN,Just not found,ZIVN,35111
ZVBK,Just not found,ZVBK,35112
WINSUN,Just not found,WINSUN,35119
ZABO,Just not found,ZABO,35121
ZABARA,Just not found,ZABARA,35122
ZABA-R,Just not found,ZABA-R,35123
80470,Just not found,80470,35127
ZEW,Just not found,ZEW,35138
CZSW,Just not found,CZSW,35144
CELZA,Just not found,CELZA,35145
SWIECI,Just not found,SWIECI,35147
ZPSZ,Just not found,ZPSZ,35150
ZDAS,Just not found,ZDAS,35153
ZYWC,Just not found,ZYWC,35166
ZCKZ,Just not found,ZCKZ,35170
4764,Just not found,4764,35183
AUST/C,Just not found,AUST/C,35188
7854,Just not found,7854,35209
7854;J,Just not found,7854;J,35210
30530,Just not found,30530,35223
AFTK,Just not found,AFTK,35235
9745,Just not found,9745,35245
8855,Just not found,8855,35246
9177,Just not found,9177,35251
SRMR,Just not found,SRMR,35280
ELSB,Just not found,ELSB,35296
MTX,Just not found,MTX,35309
FSB,Just not found,FSB,35333
9756,Just not found,9756,35352
6111,Just not found,6111,35355
9821,Just not found,9821,35360
6359,Just not found,6359,35365
9473,Just not found,9473,35367
ICHEM,Just not found,ICHEM,35368
ALFN,Just not found,ALFN,35376
2598,Just not found,2598,35380
1742,Just not found,1742,35381
ZTL,Just not found,ZTL,35383
NLX,Just not found,NLX,35401
7617,Just not found,7617,35409
6978,Just not found,6978,35428
6984,Just not found,6984,35429
RPHDA,Just not found,RPHDA,35441
AVRSY,Just not found,AVRSY,35452
PAZRIO,Just not found,PAZRIO,35468
20560,Just not found,20560,35475
ALUA6,Just not found,ALUA6,35481
ALUO2,Just not found,ALUO2,35482
ALUP5,Just not found,ALUP5,35483
5926,Just not found,5926,35498
7918,Just not found,7918,35503
7704,Just not found,7704,35510
32930,Just not found,32930,35517
AFRCO1,Just not found,AFRCO1,35538
AFRC1,Just not found,AFRC1,35539
AFIL1,Just not found,AFIL1,35540
TAC/F,Just not found,TAC/F,35560
AA/F,Just not found,AA/F,35575
EDBE,Just not found,EDBE,35592
4988,Just not found,4988,35612
AFACF,Just not found,AFACF,35627
AGIDA,Just not found,AGIDA,35632
ARMHY,Just not found,ARMHY,35649
APEKS,Just not found,APEKS,35663
CCVDA,Just not found,CCVDA,35677
YWH,Just not found,YWH,35708
7641,Just not found,7641,35717
ANBRA,Just not found,ANBRA,35723
ATH.MC,Just not found,ATH.MC,35738
AKTAS,Just not found,AKTAS,35745
ABACOG,Just not found,ABACOG,35747
ABACA,Just not found,ABACA,35750
SEGCOM,Just not found,SEGCOM,35777
SEGCA,Just not found,SEGCA,35780
AKTIF,Just not found,AKTIF,35781
AKFIN,Just not found,AKFIN,35783
5503,Just not found,5503,35787
ALMACO,Just not found,ALMACO,35810
ABANA,Just not found,ABANA,35816
APASCO,Just not found,APASCO,35821
ARGOSA,Just not found,ARGOSA,35836
AGR3,Just not found,AGR3,35848
ALMEXA,Just not found,ALMEXA,35862
AKAL,Just not found,AKAL,35873
AKALT,Just not found,AKALT,35874
8489,Just not found,8489,35880
4301,Just not found,4301,35881
CFOH,Just not found,CFOH,35885
7642,Just not found,7642,35893
8740,Just not found,8740,35894
ADJ,Just not found,ADJ,35899
ASU1V,Just not found,ASU1V,35908
ADRT,Just not found,ADRT,35915
ARRAB,Just not found,ARRAB,35929
APOF,Just not found,APOF,35936
33880,Just not found,33880,35955
4700,Just not found,4700,35961
1790,Just not found,1790,35975
17900,Just not found,17900,35976
APADA,Just not found,APADA,35986
36490,Just not found,36490,36032
AHBH,Just not found,AHBH,36046
AHB,Just not found,AHB,36048
AAAB,Just not found,AAAB,36050
CORARE,Just not found,CORARE,36067
MA,Just not found,MA,36069
MINA/C,Just not found,MINA/C,36073
69640,Just not found,69640,36108
2627,Just not found,2627,36122
78650,Just not found,78650,36148
7156,Just not found,7156,36156
MPNG,Just not found,MPNG,36402
2647,Just not found,2647,36437
ARIND,Just not found,ARIND,36502
TPET,Just not found,TPET,36536
5BU,Just not found,5BU,36568
RENJ,Just not found,RENJ,36569
PJW,Just not found,PJW,36572
520145,Just not found,520145,36587
ANPR,Just not found,ANPR,36590
432368,Just not found,432368,36597
8406,Just not found,8406,36610
SAKP,Just not found,SAKP,36614
SKPETR,Just not found,SKPETR,36615
FNOXMT,Just not found,FNOXMT,36618
FNOX M,Just not found,FNOX M,36619
STERLN,Just not found,STERLN,36623
KILSMT,Just not found,KILSMT,36645
METVMT,Just not found,METVMT,36646
METV M,Just not found,METV M,36648
RSST,Just not found,RSST,36654
CRAV,Just not found,CRAV,36657
EDHC,Just not found,EDHC,36676
VKTI,Just not found,VKTI,36678
GTCAP,Just not found,GTCAP,36680
4432,Just not found,4432,36688
MCFS,Just not found,MCFS,36721
AMB1,Just not found,AMB1,36750
AMB2,Just not found,AMB2,36751
STLCS,Just not found,STLCS,36764
FGVH,Just not found,FGVH,36767
FGVH.K,Just not found,FGVH.K,36769
TBZL,Just not found,TBZL,36798
8403,Just not found,8403,36816
EUCI,Just not found,EUCI,36821
NGID,Just not found,NGID,36829
AOACA,Just not found,AOACA,36847
AARUTD,Just not found,AARUTD,36849
TJL,Just not found,TJL,36852
KILD,Just not found,KILD,36859
TWIGA,Just not found,TWIGA,36883
AVSV,Just not found,AVSV,36895
BJTM,Just not found,BJTM,36896
900220,Just not found,900220,36901
2629,Just not found,2629,36926
AABK,Just not found,AABK,36945
EHF,Just not found,EHF,36974
GJML,Just not found,GJML,36991
590085,Just not found,590085,36992
MROXB:,Just not found,MROXB:,37004
MROXB,Just not found,MROXB,37005
MROX B,Just not found,MROX B,37006
590089,Just not found,590089,37025
534758,Just not found,534758,37026
IGBREI,Just not found,IGBREI,37037
CREDA,Just not found,CREDA,37039
GPHL,Just not found,GPHL,37042
FEHT,Just not found,FEHT,37050
INRETC,Just not found,INRETC,37097
JADCO,Just not found,JADCO,37099
BKIZ,Just not found,BKIZ,37110
RNTS,Just not found,RNTS,37131
JAL,Just not found,JAL,37136
4147,Just not found,4147,37150
BKY,Just not found,BKY,37153
CLGL,Just not found,CLGL,37154
EPML,Just not found,EPML,37160
BMZDA,Just not found,BMZDA,37163
AVFN,Just not found,AVFN,37175
5272,Just not found,5272,37190
0SP,Just not found,0SP,37205
KGX,Just not found,KGX,37221
40610,Just not found,40610,37235
SNSL3M,Just not found,SNSL3M,37248
MUNK1,Just not found,MUNK1,37253
ASSAB,Just not found,ASSAB,37260
AAA@SJ,Just not found,AAA@SJ,37313
8872,Just not found,8872,37325
4978,Just not found,4978,37417
601028,Just not found,601028,37421
3184.J,Just not found,3184.J,37431
6076,Just not found,6076,37447
ABFAST,Just not found,ABFAST,37522
AABH,Just not found,AABH,37558
2720,Just not found,2720,37566
AVG3,Just not found,AVG3,37601
AC/B,Just not found,AC/B,37617
2306,Just not found,2306,37625
SGACL/,Just not found,SGACL/,37636
ACL/F,Just not found,ACL/F,37641
PUA,Just not found,PUA,37672
2643,Just not found,2643,37677
8422,Just not found,8422,37690
ACECT,Just not found,ACECT,37700
1663,Just not found,1663,37718
ACHNC,Just not found,ACHNC,37730
ACIN,Just not found,ACIN,37749
ACTIBF,Just not found,ACTIBF,37758
ACTIB,Just not found,ACTIB,37759
ACUA,Just not found,ACUA,37763
ACLA1,Just not found,ACLA1,37771
ETNA,Just not found,ETNA,37784
ETNAI1,Just not found,ETNAI1,37786
ADLP.F,Just not found,ADLP.F,37795
ADLP,Just not found,ADLP,37796
AY4,Just not found,AY4,37825
AVPDA,Just not found,AVPDA,37845
PUR.NZ,Just not found,PUR.NZ,37868
ADEN,Just not found,ADEN,37879
ADSS,Just not found,ADSS,37922
AWST,Just not found,AWST,37934
ADERB,Just not found,ADERB,37950
ANODB,Just not found,ANODB,37951
BNEDA,Just not found,BNEDA,37963
BNEDC,Just not found,BNEDC,37965
AMXCP,Just not found,AMXCP,37972
ANMAB,Just not found,ANMAB,37989
1041Q,Just not found,1041Q,38005
MATTF,Just not found,MATTF,38056
AELV,Just not found,AELV,38061
HDLC,Just not found,HDLC,38062
AFC/F,Just not found,AFC/F,38071
AFBR,Just not found,AFBR,38072
AFC-R,Just not found,AFC-R,38088
AFC-F,Just not found,AFC-F,38090
FER/B,Just not found,FER/B,38101
9054,Just not found,9054,38120
AFFZN,Just not found,AFFZN,38150
1003Z,Just not found,1003Z,38164
1002Z,Just not found,1002Z,38169
AGFBT,Just not found,AGFBT,38203
1006Z,Just not found,1006Z,38228
GSMN,Just not found,GSMN,38251
AGAFB,Just not found,AGAFB,38275
AGIEP,Just not found,AGIEP,38286
AGHL,Just not found,AGHL,38302
AGPI/B,Just not found,AGPI/B,38305
AGPB,Just not found,AGPB,38306
AGII,Just not found,AGII,38307
CRPBK,Just not found,CRPBK,38311
AFNZ,Just not found,AFNZ,38374
AHORRA,Just not found,AHORRA,38376
WIMO,Just not found,WIMO,38420
1017Z,Just not found,1017Z,38447
KTFS,Just not found,KTFS,38453
AHREC,Just not found,AHREC,38464
1007Z,Just not found,1007Z,38557
6623,Just not found,6623,38576
20120,Just not found,20120,38584
AINMT,Just not found,AINMT,38589
17800,Just not found,17800,38594
AITK,Just not found,AITK,38609
6761,Just not found,6761,38617
AJA B,Just not found,AJA B,38652
ASTJ,Just not found,ASTJ,38665
PICL,Just not found,PICL,38678
LPCL,Just not found,LPCL,38681
PAKCEM,Just not found,PAKCEM,38682
ARJOF,Just not found,ARJOF,38684
ARJO,Just not found,ARJO,38685
68400,Just not found,68400,38690
XAE1,Just not found,XAE1,38714
XAE2,Just not found,XAE2,38715
ASKAS,Just not found,ASKAS,38732
UNR1V,Just not found,UNR1V,38735
AKIPD,Just not found,AKIPD,38738
AKVS,Just not found,AKVS,38763
AKGH,Just not found,AKGH,38766
AVCC,Just not found,AVCC,38773
AGYL,Just not found,AGYL,38774
KGAL,Just not found,KGAL,38775
AVHB,Just not found,AVHB,38784
AVHBT,Just not found,AVHBT,38786
AKEF,Just not found,AKEF,38803
AKSO,Just not found,AKSO,38811
AKTB,Just not found,AKTB,38813
6802,Just not found,6802,38820
ALRSA,Just not found,ALRSA,38826
AIB1,Just not found,AIB1,38895
ALFIG,Just not found,ALFIG,38916
ALI,Just not found,ALI,38968
ALR,Just not found,ALR,38970
ALSREI,Just not found,ALSREI,38974
3516,Just not found,3516,39035
7275,Just not found,7275,39040
AM3D,Just not found,AM3D,39043
ACERLA,Just not found,ACERLA,39058
AMANAT,Just not found,AMANAT,39073
AMEVC,Just not found,AMEVC,39100
92040,Just not found,92040,39113
6959,Just not found,6959,39124
AN0,Just not found,AN0,39168
A3TV,Just not found,A3TV,39174
6410,Just not found,6410,39184
870,Just not found,870,39185
8700,Just not found,8700,39186
ASONBF,Just not found,ASONBF,39207
6847,Just not found,6847,39209
ANEMOS,Just not found,ANEMOS,39210
ANGPBF,Just not found,ANGPBF,39215
ANGPB,Just not found,ANGPB,39216
ANS/B,Just not found,ANS/B,39265
ARNUM,Just not found,ARNUM,39278
ALSZP,Just not found,ALSZP,39287
ALSNN,Just not found,ALSNN,39288
36810,Just not found,36810,39300
ALS.FP,Just not found,ALS.FP,39307
AOR,Just not found,AOR,39312
ARFAA,Just not found,ARFAA,39327
EVIDB,Just not found,EVIDB,39329
4216,Just not found,4216,39337
ACUZ,Just not found,ACUZ,39342
AVI@SJ,Just not found,AVI@SJ,39359
5601,Just not found,5601,39395
APFRA,Just not found,APFRA,39429
APYD,Just not found,APYD,39490
1023Q,Just not found,1023Q,39497
PATRA,Just not found,PATRA,39527
ASQ,Just not found,ASQ,39542
5804,Just not found,5804,39549
5806,Just not found,5806,39558
5808,Just not found,5808,39562
ASGBF,Just not found,ASGBF,39566
ASGB,Just not found,ASGB,39567
CNF,Just not found,CNF,39617
APRINT,Just not found,APRINT,39627
AGTBF,Just not found,AGTBF,39631
ARGOB,Just not found,ARGOB,39632
NTAB,Just not found,NTAB,39633
ARISAC,Just not found,ARISAC,39638
AGRAV,Just not found,AGRAV,39658
3594,Just not found,3594,39665
ARFDA,Just not found,ARFDA,39681
ARTSF,Just not found,ARTSF,39704
MT/S,Just not found,MT/S,39742
AIRVA,Just not found,AIRVA,39762
AIRVB,Just not found,AIRVB,39764
ASEAFB,Just not found,ASEAFB,39810
ASEAB,Just not found,ASEAB,39812
ABBPB,Just not found,ABBPB,39815
AFSH,Just not found,AFSH,39823
7750,Just not found,7750,39842
5274,Just not found,5274,39848
ASTZFB,Just not found,ASTZFB,39859
ASTRB,Just not found,ASTRB,39860
ASETEK,Just not found,ASETEK,39862
ASTBT,Just not found,ASTBT,39865
ASYB,Just not found,ASYB,39873
AT/B,Just not found,AT/B,39878
CMA/B,Just not found,CMA/B,39896
ATACOA,Just not found,ATACOA,39898
ATACOB,Just not found,ATACOB,39899
ASS,Just not found,ASS,39902
5606,Just not found,5606,39903
ACOS,Just not found,ACOS,39930
ATCOB,Just not found,ATCOB,39931
ATCOA,Just not found,ATCOA,39936
ATECH,Just not found,ATECH,39939
ATEME,Just not found,ATEME,39948
AMTS,Just not found,AMTS,39950
FIONIA,Just not found,FIONIA,39952
ATKN,Just not found,ATKN,39977
ATAGC,Just not found,ATAGC,39986
2132Z,Just not found,2132Z,39996
CHAZN,Just not found,CHAZN,39999
ARTZ,Just not found,ARTZ,40001
AT/N,Just not found,AT/N,40005
ATWD,Just not found,ATWD,40007
ATEX,Just not found,ATEX,40009
ATIZN,Just not found,ATIZN,40020
9669,Just not found,9669,40041
ATXI,Just not found,ATXI,40080
AURLPG,Just not found,AURLPG,40096
1779,Just not found,1779,40150
NAVA/F,Just not found,NAVA/F,40162
AVSAF,Just not found,AVSAF,40179
8902,Just not found,8902,40203
5528,Just not found,5528,40205
AIN@SJ,Just not found,AIN@SJ,40211
AVNT,Just not found,AVNT,40219
AVANTI,Just not found,AVANTI,40220
512573,Just not found,512573,40221
AVT B,Just not found,AVT B,40245
OAH,Just not found,OAH,40273
1864,Just not found,1864,40308
AWP3,Just not found,AWP3,40316
ARFL,Just not found,ARFL,40332
7423,Just not found,7423,40370
7424,Just not found,7424,40372
AXAH,Just not found,AXAH,40374
DRUB,Just not found,DRUB,40378
AXIC A,Just not found,AXIC A,40404
APXB,Just not found,APXB,40432
23430,Just not found,23430,40470
4609,Just not found,4609,40487
ALI/B,Just not found,ALI/B,40495
AITCO,Just not found,AITCO,40509
AITCO/,Just not found,AITCO/,40511
AYAL/F,Just not found,AYAL/F,40512
UEMB,Just not found,UEMB,40522
ASYIV,Just not found,ASYIV,40527
ASY1V,Just not found,ASY1V,40528
AYUD/F,Just not found,AYUD/F,40532
AYRS,Just not found,AYRS,40559
1182Q,Just not found,1182Q,40590
ADVANF,Just not found,ADVANF,40595
APMC/A,Just not found,APMC/A,40607
SRSY,Just not found,SRSY,40627
GWWR,Just not found,GWWR,40648
USML,Just not found,USML,40690
ECMPR,Just not found,ECMPR,40695
43610,Just not found,43610,40700
4827,Just not found,4827,40706
BPKG,Just not found,BPKG,40711
BNUB,Just not found,BNUB,40714
4876,Just not found,4876,40723
48760,Just not found,48760,40726
35150,Just not found,35150,40735
9721,Just not found,9721,40736
AMAGB,Just not found,AMAGB,40756
35960,Just not found,35960,40864
CCEH,Just not found,CCEH,40866
7478,Just not found,7478,40892
BYI,Just not found,BYI,40896
ABBI1,Just not found,ABBI1,40921
BASAT1,Just not found,BASAT1,40923
BASA,Just not found,BASA,40925
BPVN,Just not found,BPVN,40933
EMBONO,Just not found,EMBONO,40951
BTBD,Just not found,BTBD,40958
BHIFG,Just not found,BHIFG,40964
BHIF,Just not found,BHIF,40966
BBVACL,Just not found,BBVACL,40968
BRN/C,Just not found,BRN/C,40994
BROVA,Just not found,BROVA,41006
SEAJ,Just not found,SEAJ,41015
9441,Just not found,9441,41016
DIBK,Just not found,DIBK,41018
AUBK,Just not found,AUBK,41019
BKLM,Just not found,BKLM,41053
BBIA,Just not found,BBIA,41065
BC/F,Just not found,BC/F,41067
BDL/C,Just not found,BDL/C,41075
LIMS/C,Just not found,LIMS/C,41076
BMP/C,Just not found,BMP/C,41079
BODILS,Just not found,BODILS,41081
BODIL,Just not found,BODIL,41083
BRPBY,Just not found,BRPBY,41088
BEZK,Just not found,BEZK,41092
BZEK,Just not found,BZEK,41093
BLSQ,Just not found,BLSQ,41100
4325,Just not found,4325,41109
4289,Just not found,4289,41119
BTBA,Just not found,BTBA,41127
BYRBY,Just not found,BYRBY,41128
BRINB,Just not found,BRINB,41137
BYSAN,Just not found,BYSAN,41146
1851,Just not found,1851,41162
3949,Just not found,3949,41166
4954,Just not found,4954,41183
5953,Just not found,5953,41184
6913,Just not found,6913,41191
9677,Just not found,9677,41199
BUMYO,Just not found,BUMYO,41204
BMNB,Just not found,BMNB,41222
11390,Just not found,11390,41241
BRAENE,Just not found,BRAENE,41254
BANORI,Just not found,BANORI,41260
BANORO,Just not found,BANORO,41262
BANORB,Just not found,BANORB,41265
BIPERB,Just not found,BIPERB,41267
MOVILA,Just not found,MOVILA,41268
BTSI,Just not found,BTSI,41275
BPHZ,Just not found,BPHZ,41283
BUGUN,Just not found,BUGUN,41294
BPRG,Just not found,BPRG,41297
9825,Just not found,9825,41307
9662,Just not found,9662,41312
B03,Just not found,B03,41366
AALU,Just not found,AALU,41389
ARPM,Just not found,ARPM,41390
BKJD,Just not found,BKJD,41393
BOJX,Just not found,BOJX,41395
THBK,Just not found,THBK,41404
IPCH,Just not found,IPCH,41409
JRCI,Just not found,JRCI,41411
JOCF,Just not found,JOCF,41413
8607,Just not found,8607,41419
6220,Just not found,6220,41422
BENR,Just not found,BENR,41427
ABBK,Just not found,ABBK,41436
UMESLT,Just not found,UMESLT,41454
BISV,Just not found,BISV,41458
14580,Just not found,14580,41465
BAVB,Just not found,BAVB,41467
BINR,Just not found,BINR,41476
ISPR,Just not found,ISPR,41478
BANACB,Just not found,BANACB,41490
BANACO,Just not found,BANACO,41493
BANACC,Just not found,BANACC,41494
BAP/F,Just not found,BAP/F,41499
2639,Just not found,2639,41510
1258,Just not found,1258,41511
BSUD,Just not found,BSUD,41558
BANZ,Just not found,BANZ,41583
EPR,Just not found,EPR,41584
HEEK,Just not found,HEEK,41612
BAYN,Just not found,BAYN,41623
9089,Just not found,9089,41639
BBALI,Just not found,BBALI,41642
BBALI/,Just not found,BBALI/,41643
BNLI/F,Just not found,BNLI/F,41645
BUILD,Just not found,BUILD,41669
2624,Just not found,2624,41684
137950,Just not found,137950,41687
BGBI,Just not found,BGBI,41704
BBCZE,Just not found,BBCZE,41713
BBLB,Just not found,BBLB,41725
BBLT,Just not found,BBLT,41726
BGBK,Just not found,BGBK,41742
BKB,Just not found,BKB,41744
BBTG11,Just not found,BBTG11,41746
BRC.FP,Just not found,BRC.FP,41764
BC/B,Just not found,BC/B,41804
2640,Just not found,2640,41816
BCHANG,Just not found,BCHANG,41833
SSIE,Just not found,SSIE,41850
BNSN,Just not found,BNSN,41886
7967,Just not found,7967,41891
ADCOME,Just not found,ADCOME,41900
1074,Just not found,1074,41911
BDAN,Just not found,BDAN,41916
43290,Just not found,43290,41951
MEDGUL,Just not found,MEDGUL,41960
HARTB,Just not found,HARTB,41982
BDNI,Just not found,BDNI,42017
BEROL,Just not found,BEROL,42054
BGYA,Just not found,BGYA,42055
BELLN,Just not found,BELLN,42096
BELN,Just not found,BELN,42097
7926,Just not found,7926,42120
BSKW,Just not found,BSKW,42124
BKWN,Just not found,BKWN,42127
BRFD,Just not found,BRFD,42156
76170,Just not found,76170,42188
BEFT,Just not found,BEFT,42211
BDFE,Just not found,BDFE,42226
BKUS,Just not found,BKUS,42238
SECL,Just not found,SECL,42239
505823,Just not found,505823,42240
2820,Just not found,2820,42243
BFRD,Just not found,BFRD,42255
BTFS,Just not found,BTFS,42259
BTIRL,Just not found,BTIRL,42262
BTUV,Just not found,BTUV,42263
BUFU,Just not found,BUFU,42268
BCP/F,Just not found,BCP/F,42303
BGBSFB,Just not found,BGBSFB,42323
BERGB,Just not found,BERGB,42324
BBTOB,Just not found,BBTOB,42325
BKP/F,Just not found,BKP/F,42332
BEGE,Just not found,BEGE,42337
BGGA,Just not found,BGGA,42338
BIC/F,Just not found,BIC/F,42358
AIFT/F,Just not found,AIFT/F,42359
BLAG,Just not found,BLAG,42367
BBVACO,Just not found,BBVACO,42380
BHYG,Just not found,BHYG,42393
BGDG,Just not found,BGDG,42411
BUCHP,Just not found,BUCHP,42417
BUCP,Just not found,BUCP,42418
BHSE,Just not found,BHSE,42430
BCOBF,Just not found,BCOBF,42436
BGHN,Just not found,BGHN,42460
BHX,Just not found,BHX,42484
BRBD,Just not found,BRBD,42493
BOHF,Just not found,BOHF,42496
BLHZ,Just not found,BLHZ,42498
1121Q,Just not found,1121Q,42505
BHBZ,Just not found,BHBZ,42508
BRAR,Just not found,BRAR,42525
BIBZ,Just not found,BIBZ,42566
BIBN,Just not found,BIBN,42568
BCOLO,Just not found,BCOLO,42575
PFBCOL,Just not found,PFBCOL,42583
4740,Just not found,4740,42592
BILSB,Just not found,BILSB,42615
BTLB,Just not found,BTLB,42616
4161,Just not found,4161,42637
BFIT/F,Just not found,BFIT/F,42666
BFIZR,Just not found,BFIZR,42691
BOBJ,Just not found,BOBJ,42699
3603,Just not found,3603,42718
BJAUTO,Just not found,BJAUTO,42728
BAGM,Just not found,BAGM,42734
BURH,Just not found,BURH,42749
BCAPAF,Just not found,BCAPAF,42754
CHICZ,Just not found,CHICZ,42766
BJF,Just not found,BJF,42768
BORSS,Just not found,BORSS,42780
BOA/F,Just not found,BOA/F,42791
UOBT,Just not found,UOBT,42794
BKI/F,Just not found,BKI/F,42812
BBLF,Just not found,BBLF,42826
BBL,Just not found,BBL,42827
BBL/F,Just not found,BBL/F,42832
BBL-F,Just not found,BBL-F,42834
KLEEB,Just not found,KLEEB,42864
BPEBR,Just not found,BPEBR,42873
BNTA/F,Just not found,BNTA/F,42886
BNTA,Just not found,BNTA,42887
BDUTA,Just not found,BDUTA,42898
BDTA,Just not found,BDTA,42901
LGJ,Just not found,LGJ,42910
BLINE,Just not found,BLINE,42920
BIRAV,Just not found,BIRAV,42921
BLANB,Just not found,BLANB,42955
LGLP,Just not found,LGLP,42978
BLYN,Just not found,BLYN,42985
BLYDE,Just not found,BLYDE,42986
BLHG,Just not found,BLHG,42988
BLME,Just not found,BLME,42991
VBVP,Just not found,VBVP,42998
VERSP,Just not found,VERSP,42999
VERSV,Just not found,VERSV,43000
BARZB,Just not found,BARZB,43008
BACN,Just not found,BACN,43009
LDPGY,Just not found,LDPGY,43016
BLMV,Just not found,BLMV,43023
BTCIME,Just not found,BTCIME,43068
BMAH,Just not found,BMAH,43092
BMRS,Just not found,BMRS,43100
BWO1,Just not found,BWO1,43137
BON.FP,Just not found,BON.FP,43199
